,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,sequential_execution_time,execution_time,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9
0,41,4.1,5,0,9,12,12,14,10,12,9,12,9,12,12,14,12,14,0,0,0,0,0,0,8.6,11.4,0.9602314814814813,0.114,1,11.4,0.9602314814814813,0.114,8.6,1,232007654419,100,298.9868404865265,298.9868404865265,358.4647936820984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,140,14.0,5,0,10,13,11,14,11,13,11,14,9,11,12,14,12,14,10,11,0,0,0,0,14.8,17.0,0.9574710648148148,0.17,1,17.0,0.9574710648148148,0.17,14.8,11,232007654419,100,297.2427885532379,297.2427885532379,297.4679944515228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,3.4,5,0,9,13,10,13,11,14,12,14,11,14,11,14,9,12,11,13,0,0,0,0,13.0,14.8,0.9702604166666667,0.148,1,14.8,0.9702604166666667,0.148,13.0,21,232007654419,100,279.29037714004517,279.29037714004517,374.8948619365692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,79,7.9,5,0,9,10,12,14,12,14,11,13,10,11,9,11,9,10,12,13,10,13,0,0,10.6,13.4,0.9783487654320986,0.134,1,13.4,0.9783487654320986,0.134,10.6,31,232007654419,100,231.00621485710144,231.00621485710144,388.5015242099762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,156,15.6,5,0,11,14,9,13,9,13,9,11,12,14,11,14,11,14,9,12,0,0,0,0,22.0,23.8,0.9729456018518519,0.238,1,23.8,0.9729456018518519,0.238,22.0,41,232007654419,100,243.66528296470642,243.66528296470642,287.8715069293976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,64,6.4,5,0,9,10,11,14,9,12,11,13,9,10,12,14,10,12,0,0,0,0,0,0,8.8,11.0,0.9630489417989417,0.11,1,11.0,0.9630489417989417,0.11,8.8,51,232007654419,100,260.53297448158264,260.53297448158264,336.67776250839233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,65,6.5,5,0,12,14,12,13,9,12,12,14,10,12,9,13,11,14,0,0,0,0,0,0,12.8,13.4,0.9558333333333333,0.134,1,13.4,0.9558333333333333,0.134,12.8,61,232007654419,100,279.895295381546,279.895295381546,316.49886655807495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,94,9.4,5,0,9,10,12,13,12,13,10,12,10,11,10,14,11,13,10,12,0,0,0,0,6.4,12.4,0.919565972222222,0.124,1,12.4,0.919565972222222,0.124,6.4,71,232007654419,100,335.96219086647034,335.96219086647034,336.2141969203949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,108,10.8,5,0,10,11,9,12,12,13,9,12,9,12,10,11,10,14,10,13,9,13,10,11,12.4,22.8,0.9713032407407407,0.228,1,22.8,0.9713032407407407,0.228,12.4,81,232007654419,100,295.63939476013184,295.63939476013184,347.41764974594116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,153,15.3,5,0,9,10,11,14,11,14,11,14,11,14,11,12,11,14,11,14,0,0,0,0,17.0,19.6,0.966550925925926,0.196,1,19.6,0.966550925925926,0.196,17.0,91,232007654419,100,259.4885764122009,259.4885764122009,302.64737582206726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,106,10.6,5,0,10,12,10,13,9,12,10,12,9,13,11,14,10,12,9,11,10,11,0,0,15.2,20.6,0.9754603909465018,0.206,1,20.6,0.9754603909465018,0.206,15.2,101,232007654419,100,243.4946756362915,243.4946756362915,364.8615951538086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,69,6.9,5,0,10,11,12,13,11,12,12,13,9,11,9,12,10,11,11,13,0,0,0,0,6.0,9.6,0.954403935185185,0.096,1,9.6,0.954403935185185,0.096,6.0,111,232007654419,100,270.30312418937683,270.30312418937683,364.0459523200989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,108,10.8,5,1,10,11,9,12,12,13,9,12,9,12,10,11,10,14,10,13,9,13,10,11,12.4,22.8,0.9713032407407407,0.228,1,22.8,0.9713032407407407,0.228,12.4,81,232007654419,100,295.63939476013184,295.63939476013184,0.0015711784362792969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,156,15.6,5,1,11,14,9,13,9,13,9,11,12,14,11,14,11,14,9,12,0,0,0,0,22.0,23.8,0.9729456018518519,0.238,1,23.8,0.9729456018518519,0.238,22.0,41,232007654419,100,243.66528296470642,243.66528296470642,0.0011315345764160156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,156,15.6,5,1,11,13,9,13,9,12,9,10,12,14,11,14,11,14,9,12,0,0,0,0,14.6,20.8,0.974945023148148,0.208,1,20.8,0.974945023148148,0.208,14.6,121,232007654419,100,244.47526478767395,244.47526478767395,284.6353974342346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,34,3.4,5,1,9,13,10,13,10,13,11,14,11,14,11,14,9,12,11,13,0,0,0,0,12.8,15.6,0.9775086805555555,0.156,1,15.6,0.9775086805555555,0.156,12.8,131,232007654419,100,253.50115728378296,253.50115728378296,397.64804768562317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,65,6.5,5,1,9,13,11,13,10,13,12,14,10,12,9,13,10,14,0,0,0,0,0,0,16.0,16.6,0.9609226190476188,0.166,1,16.6,0.9609226190476188,0.166,16.0,141,232007654419,100,299.38825511932373,299.38825511932373,299.70657539367676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34,3.4,5,1,10,12,11,14,12,14,11,12,11,14,9,11,11,13,0,0,0,0,0,0,8.0,9.6,0.9567394179894178,0.096,1,9.6,0.9567394179894178,0.096,8.0,151,232007654419,100,290.23607325553894,290.23607325553894,309.19704580307007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,106,10.6,5,1,9,12,12,13,9,12,12,13,10,12,9,12,0,0,0,0,0,0,0,0,7.8,11.8,0.9478935185185186,0.118,1,11.8,0.9478935185185186,0.118,7.8,161,232007654419,100,232.98076128959656,232.98076128959656,252.98904061317444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,64,6.4,5,1,10,12,12,13,9,12,9,11,9,13,11,14,10,11,9,11,10,14,0,0,15.0,17.8,0.969673353909465,0.178,1,17.8,0.969673353909465,0.178,15.0,171,232007654419,100,332.2233519554138,332.2233519554138,376.4478340148926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,109,10.9,5,1,10,11,9,12,9,12,9,12,10,11,10,14,10,13,9,10,0,0,0,0,14.6,17.4,0.958382523148148,0.174,1,17.4,0.958382523148148,0.174,14.6,181,232007654419,100,293.576060295105,293.576060295105,369.1826448440552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,32,3.2,5,1,9,13,9,12,11,14,12,14,11,13,11,14,9,12,10,14,0,0,0,0,8.6,15.0,0.9601157407407408,0.15,1,15.0,0.9601157407407408,0.15,8.6,191,232007654419,100,343.8236629962921,343.8236629962921,388.23465728759766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,34,3.4,5,1,9,13,10,13,11,14,11,13,9,13,11,14,0,0,0,0,0,0,0,0,11.4,12.2,0.9715277777777779,0.122,1,12.2,0.9715277777777779,0.122,11.4,201,232007654419,100,210.33535289764404,210.33535289764404,270.767103433609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,65,6.5,5,1,12,14,12,13,9,12,10,13,12,14,11,12,9,12,9,10,11,14,0,0,11.2,15.6,0.9583281893004114,0.156,1,15.6,0.9583281893004114,0.156,11.2,211,232007654419,100,346.6658732891083,346.6658732891083,411.3152070045471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
