,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2
0,131,13.1,5,0,9,12,10,14,9,13,11,13,9,11,9,11,10,12,0,0,0,0,0,0,12.8,18.4,0.972337962962963,0.368,1,18.4,0.972337962962963,0.368,12.8,0,907480588039,50,110.15722632408142,110.15722632408142,123.38003587722778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43,4.3,5,0,11,14,11,12,9,13,9,13,12,14,10,13,12,14,0,0,0,0,0,0,9.2,13.6,0.9655357142857142,0.272,1,13.6,0.9655357142857142,0.272,9.2,5,907480588039,50,141.83934950828552,141.83934950828552,141.96914792060852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,139,13.9,5,0,12,14,12,14,11,12,11,13,9,11,12,13,9,13,11,14,0,0,0,0,13.0,16.6,0.9779687499999998,0.332,1,16.6,0.9779687499999998,0.332,13.0,10,907480588039,50,106.99112915992737,106.99112915992737,128.8438844680786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,34,3.4,5,0,9,10,9,12,11,14,10,13,9,12,9,13,9,10,9,13,0,0,0,0,11.0,14.0,0.9569791666666666,0.28,1,14.0,0.9569791666666666,0.28,11.0,15,907480588039,50,203.22048926353455,203.22048926353455,212.94429922103882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,30,3.0,5,0,11,12,11,14,12,14,12,14,11,14,10,11,9,11,0,0,0,0,0,0,7.2,9.0,0.9637037037037036,0.18,1,9.0,0.9637037037037036,0.18,7.2,20,907480588039,50,129.74894499778748,129.74894499778748,188.12721467018127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,184,18.4,5,0,11,13,9,12,9,12,10,12,12,14,9,11,9,11,0,0,0,0,0,0,11.2,16.0,0.9483531746031745,0.32,1,16.0,0.9483531746031745,0.32,11.2,25,907480588039,50,134.23682856559753,134.23682856559753,134.23874163627625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,153,15.3,5,0,11,12,9,11,9,10,9,12,10,12,12,14,10,13,9,10,0,0,0,0,12.0,14.8,0.9767303240740739,0.296,1,14.8,0.9767303240740739,0.296,12.0,30,907480588039,50,113.56814861297607,113.56814861297607,134.77483129501343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,66,6.6,5,0,12,14,10,12,11,14,10,14,12,14,10,14,11,14,12,14,0,0,0,0,13.6,17.8,0.9716493055555555,0.356,1,17.8,0.9716493055555555,0.356,13.6,35,907480588039,50,135.83694195747375,135.83694195747375,149.870863199234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,52,5.2,5,0,10,14,9,13,11,12,12,13,10,14,11,12,9,12,12,14,11,14,0,0,12.6,17.0,0.9536779835390945,0.34,1,17.0,0.9536779835390945,0.34,12.6,40,907480588039,50,178.53205919265747,178.53205919265747,189.67433762550354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,160,16.0,5,0,10,14,9,13,11,13,9,10,11,13,11,14,10,11,11,13,9,12,12,14,19.8,23.8,0.9531597222222222,0.476,1,23.8,0.9531597222222222,0.476,19.8,45,907480588039,50,152.6302149295807,152.6302149295807,156.2927429676056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,60,6.0,5,0,12,13,12,14,12,14,11,13,9,11,11,14,12,14,10,14,9,11,11,13,11.6,17.4,0.9442083333333331,0.348,1,17.4,0.9442083333333331,0.348,11.6,50,907480588039,50,195.46181917190552,195.46181917190552,195.46404099464417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,131,13.1,5,0,9,11,10,11,12,13,9,12,12,14,10,12,11,13,11,12,0,0,0,0,11.0,13.2,0.9587905092592591,0.264,1,13.2,0.9587905092592591,0.264,11.0,55,907480588039,50,131.41030025482178,131.41030025482178,147.06966519355774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,184,18.4,5,1,9,12,9,13,10,12,12,14,9,11,9,11,0,0,0,0,0,0,0,0,14.0,15.0,0.9647145061728394,0.3,1,15.0,0.9647145061728394,0.3,14.0,60,907480588039,50,101.92334651947021,101.92334651947021,125.48283553123474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,30,3.0,5,1,11,13,11,14,12,14,12,14,11,14,10,11,9,11,0,0,0,0,0,0,6.8,9.6,0.9572354497354496,0.192,1,9.6,0.9572354497354496,0.192,6.8,65,907480588039,50,151.83724522590637,151.83724522590637,197.5294108390808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,153,15.3,5,1,12,14,10,12,9,12,10,12,12,13,10,14,11,12,0,0,0,0,0,0,8.2,15.0,0.9721329365079364,0.3,1,15.0,0.9721329365079364,0.3,8.2,70,907480588039,50,93.95362615585327,93.95362615585327,106.87873554229736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,65,6.5,5,1,11,12,9,11,9,10,9,12,10,13,12,14,10,13,11,13,9,12,0,0,13.0,16.2,0.9554166666666666,0.324,1,16.2,0.9554166666666666,0.324,13.0,75,907480588039,50,163.7299404144287,163.7299404144287,174.32974982261658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,131,13.1,5,1,9,11,10,14,12,13,9,11,12,14,10,11,9,11,9,11,10,11,0,0,13.4,16.2,0.9666358024691358,0.324,1,16.2,0.9666358024691358,0.324,13.4,80,907480588039,50,133.0370213985443,133.0370213985443,145.98219537734985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,160,16.0,5,1,10,14,10,12,9,10,11,13,11,14,10,12,10,13,12,14,0,0,0,0,13.8,18.8,0.9696006944444443,0.376,1,18.8,0.9696006944444443,0.376,13.8,85,907480588039,50,123.63871335983276,123.63871335983276,129.0998649597168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,59,5.9,5,1,12,13,9,12,12,13,11,13,9,11,10,14,12,14,10,13,10,12,11,13,11.8,17.4,0.9493124999999999,0.348,1,17.4,0.9493124999999999,0.348,11.8,90,907480588039,50,181.0919325351715,181.0919325351715,181.09451746940613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,131,13.1,5,1,9,10,12,13,11,12,9,12,12,14,10,12,9,11,11,12,0,0,0,0,10.8,12.6,0.9752546296296295,0.252,1,12.6,0.9752546296296295,0.252,10.8,95,907480588039,50,112.69896650314331,112.69896650314331,150.03570818901062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,132,13.2,5,1,9,12,10,13,9,13,10,13,11,14,9,13,9,11,12,14,0,0,0,0,16.8,22.8,0.9666724537037037,0.456,1,22.8,0.9666724537037037,0.456,16.8,100,907480588039,50,139.84248065948486,139.84248065948486,148.48281383514404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,64,6.4,5,1,9,14,10,12,10,13,12,13,10,11,11,13,9,13,0,0,0,0,0,0,9.6,14.6,0.956964947089947,0.292,1,14.6,0.956964947089947,0.292,9.6,105,907480588039,50,148.42721223831177,148.42721223831177,154.80656790733337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,160,16.0,5,1,10,14,9,13,11,13,9,10,11,13,11,14,10,11,11,13,9,12,12,14,19.8,23.8,0.9531597222222222,0.476,1,23.8,0.9531597222222222,0.476,19.8,45,907480588039,50,152.6302149295807,152.6302149295807,0.0005936622619628906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,66,6.6,5,1,12,14,10,12,11,14,10,14,12,14,10,14,11,14,12,14,0,0,0,0,13.6,17.8,0.9716493055555555,0.356,1,17.8,0.9716493055555555,0.356,13.6,35,907480588039,50,135.83694195747375,135.83694195747375,0.000446319580078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,56,5.6,5,2,12,13,11,14,12,14,11,13,9,11,11,14,12,14,10,14,9,11,0,0,9.0,16.6,0.9627623456790124,0.332,1,16.6,0.9627623456790124,0.332,9.0,110,907480588039,50,155.97878742218018,155.97878742218018,161.34096574783325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,28,2.8,5,2,11,12,11,14,12,14,11,13,11,14,10,11,9,11,12,14,0,0,0,0,5.4,9.4,0.9359953703703703,0.188,1,9.4,0.9359953703703703,0.188,5.4,115,907480588039,50,193.08570742607117,193.08570742607117,210.18190741539001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,131,13.1,5,2,9,10,12,14,9,11,11,12,10,13,12,13,10,12,9,11,11,12,0,0,12.2,14.6,0.977875514403292,0.292,1,14.6,0.977875514403292,0.292,12.2,120,907480588039,50,109.87756967544556,109.87756967544556,123.45940732955933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,184,18.4,5,2,10,12,10,12,12,14,9,11,9,11,0,0,0,0,0,0,0,0,0,0,5.6,10.0,0.9633055555555554,0.2,1,10.0,0.9633055555555554,0.2,5.6,125,907480588039,50,90.45417141914368,90.45417141914368,109.52718043327332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,30,3.0,5,2,11,12,9,12,9,11,12,14,11,14,10,11,9,11,0,0,0,0,0,0,6.4,9.0,0.9637037037037034,0.18,1,9.0,0.9637037037037034,0.18,6.4,130,907480588039,50,131.76644206047058,131.76644206047058,166.00716376304626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,184,18.4,5,2,11,13,10,13,11,14,10,12,11,14,9,11,9,11,0,0,0,0,0,0,15.6,17.0,0.956468253968254,0.34,1,17.0,0.956468253968254,0.34,15.6,135,907480588039,50,130.02817678451538,130.02817678451538,132.994065284729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,34,3.4,5,2,10,11,11,14,11,14,10,13,11,14,9,13,9,10,12,14,0,0,0,0,10.8,13.2,0.9702864583333333,0.264,1,13.2,0.9702864583333333,0.264,10.8,140,907480588039,50,158.54712200164795,158.54712200164795,192.72803354263306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
