,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9
0,93,9.3,12,0,13,21,15,21,12,17,9,15,13,14,19,21,15,21,13,19,17,21,0,0,13.166666666666666,16.75,0.982676697530864,0.335,1,16.75,0.982676697530864,0.335,13.166666666666666,0,364067609238,50,361.9255828857422,361.9255828857422,481.5381350517273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,162,16.2,12,0,11,14,13,17,14,21,17,21,13,15,10,21,15,21,13,21,0,0,0,0,14.833333333333334,18.75,0.9747118318602692,0.375,1,18.75,0.9747118318602692,0.375,14.833333333333334,10,364067609238,50,366.60460662841797,366.60460662841797,434.1111023426056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,27,2.7,12,0,15,21,13,21,16,21,11,16,10,17,9,20,17,21,10,15,16,21,0,0,9.083333333333334,14.0,0.9832581903693014,0.28,1,14.0,0.9832581903693014,0.28,9.083333333333334,20,364067609238,50,479.6104271411896,479.6104271411896,589.8527636528015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,121,12.1,12,0,12,21,12,21,16,21,19,21,15,21,18,21,9,14,18,21,17,21,0,0,14.166666666666666,18.333333333333332,0.9724183813443071,0.36666666666666664,1,18.333333333333332,0.9724183813443071,0.36666666666666664,14.166666666666666,30,364067609238,50,401.81366086006165,401.81366086006165,460.1682987213135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,198,19.8,12,0,12,15,16,19,17,21,13,18,12,21,10,12,9,20,11,19,10,11,19,21,15.666666666666666,20.416666666666668,0.9600813552188552,0.4083333333333333,1,20.416666666666668,0.9600813552188552,0.4083333333333333,15.666666666666666,40,364067609238,50,488.079318523407,488.079318523407,542.7699022293091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,105,10.5,12,0,16,21,11,13,18,21,18,21,14,16,17,18,15,20,14,20,0,0,0,0,9.166666666666666,10.583333333333334,0.9803599537037035,0.21166666666666667,1,10.583333333333334,0.9803599537037035,0.21166666666666667,9.166666666666666,50,364067609238,50,321.06672835350037,321.06672835350037,439.87718296051025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,116,11.6,12,0,17,21,15,20,16,21,17,21,16,21,16,21,11,12,11,17,0,0,0,0,10.083333333333334,13.916666666666666,0.9635567129629629,0.2783333333333333,1,13.916666666666666,0.9635567129629629,0.2783333333333333,10.083333333333334,60,364067609238,50,428.47126960754395,428.47126960754395,517.9037601947784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,179,17.9,12,0,16,21,17,21,17,21,9,10,11,14,9,12,18,21,9,20,14,15,12,15,12.5,15.916666666666666,0.9534168771043768,0.31833333333333336,1,15.916666666666666,0.9534168771043768,0.31833333333333336,12.5,70,364067609238,50,533.3984780311584,533.3984780311584,546.7215449810028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,162,16.2,12,0,17,21,14,15,10,20,19,21,11,12,12,17,14,21,12,16,0,0,0,0,11.166666666666666,14.083333333333334,0.9635406746031745,0.2816666666666667,1,14.083333333333334,0.9635406746031745,0.2816666666666667,11.166666666666666,80,364067609238,50,442.8377799987793,442.8377799987793,442.84528374671936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,67,6.7,12,0,19,21,12,16,16,21,10,21,12,17,16,21,13,14,11,21,12,13,13,19,13.583333333333334,17.25,0.963758249158249,0.345,1,17.25,0.963758249158249,0.345,13.583333333333334,90,364067609238,50,500.4334502220154,500.4334502220154,530.8664870262146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34,3.4,12,0,15,18,16,21,15,19,10,21,14,21,13,21,10,17,14,19,11,18,0,0,12.666666666666666,15.5,0.9826665196942975,0.31,1,15.5,0.9826665196942975,0.31,12.666666666666666,100,364067609238,50,466.5985062122345,466.5985062122345,510.7432191371918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,85,8.5,12,0,17,21,12,21,13,14,15,21,14,17,15,21,13,15,11,14,11,13,0,0,9.333333333333334,13.416666666666666,0.9788820301783263,0.2683333333333333,1,13.416666666666666,0.9788820301783263,0.2683333333333333,9.333333333333334,110,364067609238,50,390.78617095947266,390.78617095947266,504.96987986564636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,27,2.7,12,1,15,21,13,21,16,21,11,16,10,17,9,20,17,21,10,15,16,21,0,0,9.083333333333334,14.0,0.9832581903693014,0.28,1,14.0,0.9832581903693014,0.28,9.083333333333334,20,364067609238,50,479.6104271411896,479.6104271411896,0.002175569534301758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,27,2.7,12,1,15,21,13,21,16,21,11,17,10,17,9,20,17,21,10,15,16,21,0,0,9.416666666666666,14.0,0.976588928304206,0.28,1,14.0,0.976588928304206,0.28,9.416666666666666,120,364067609238,50,548.3851289749146,548.3851289749146,548.4823045730591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
