,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4
0,54,5.4,5,0,10,12,11,12,9,13,10,14,12,13,11,14,0,0,0,0,0,0,0,0,9.8,12.2,0.9783757716049383,0.122,1,12.2,0.9783757716049383,0.122,9.8,0,875543259214,100,187.25652027130127,187.25652027130127,308.6724319458008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,187,18.7,5,0,9,10,10,13,9,11,11,14,10,14,11,14,11,13,11,14,0,0,0,0,18.6,21.2,0.9551475694444445,0.212,1,21.2,0.9551475694444445,0.212,18.6,10,875543259214,100,328.3742651939392,328.3742651939392,372.2112739086151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,191,19.1,5,0,9,13,9,12,10,13,12,13,9,11,9,11,9,12,11,13,10,13,12,14,19.6,25.0,0.9416759259259259,0.25,1,25.0,0.9416759259259259,0.25,19.6,20,875543259214,100,414.85886883735657,414.85886883735657,414.86371421813965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,167,16.7,5,0,11,12,10,12,10,11,10,12,11,14,12,14,9,10,10,12,10,13,0,0,12.0,17.0,0.9635751028806582,0.17,1,17.0,0.9635751028806582,0.17,12.0,30,875543259214,100,259.6516122817993,259.6516122817993,313.4099209308624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,60,6.0,5,0,10,14,12,14,12,14,11,13,10,14,10,14,0,0,0,0,0,0,0,0,11.6,14.6,0.9692013888888887,0.146,1,14.6,0.9692013888888887,0.146,11.6,40,875543259214,100,195.0189700126648,195.0189700126648,262.0692880153656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,110,11.0,5,0,12,14,9,11,10,12,10,13,9,13,10,14,11,14,10,12,11,14,12,14,19.2,25.4,0.9661550925925926,0.254,1,25.4,0.9661550925925926,0.254,19.2,50,875543259214,100,322.5567135810852,322.5567135810852,416.69855284690857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,24,2.4,5,0,10,13,9,12,9,13,9,12,10,13,10,11,10,11,0,0,0,0,0,0,7.6,10.6,0.9624966931216932,0.106,1,10.6,0.9624966931216932,0.106,7.6,60,875543259214,100,293.30757427215576,293.30757427215576,369.7941827774048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,102,10.2,5,0,9,10,11,13,11,12,11,12,10,14,12,14,0,0,0,0,0,0,0,0,9.4,10.4,0.9721527777777778,0.104,1,10.4,0.9721527777777778,0.104,9.4,70,875543259214,100,198.99400925636292,198.99400925636292,294.01137948036194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,113,11.3,5,0,10,12,9,13,11,14,10,13,9,11,12,13,0,0,0,0,0,0,0,0,11.2,14.4,0.9773341049382717,0.144,1,14.4,0.9773341049382717,0.144,11.2,80,875543259214,100,181.98430013656616,181.98430013656616,300.8453040122986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,23,2.3,5,0,11,12,12,14,9,13,10,11,12,14,11,12,10,12,0,0,0,0,0,0,4.4,7.4,0.9324999999999999,0.074,1,7.4,0.9324999999999999,0.074,4.4,90,875543259214,100,306.700270652771,306.700270652771,434.9353289604187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,180,18.0,5,0,11,14,10,12,11,12,11,14,12,13,10,12,12,14,9,11,9,10,0,0,15.2,17.0,0.9524897119341562,0.17,1,17.0,0.9524897119341562,0.17,15.2,100,875543259214,100,314.53206396102905,314.53206396102905,320.08446073532104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,124,12.4,5,0,10,11,11,13,11,13,10,12,12,14,11,14,10,14,9,12,0,0,0,0,13.6,18.4,0.9664525462962962,0.184,1,18.4,0.9664525462962962,0.184,13.6,110,875543259214,100,250.91418194770813,250.91418194770813,319.29901456832886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,24,2.4,5,1,10,13,9,12,9,13,9,12,10,13,10,11,10,11,0,0,0,0,0,0,7.6,10.6,0.9624966931216932,0.106,1,10.6,0.9624966931216932,0.106,7.6,60,875543259214,100,293.30757427215576,293.30757427215576,0.001458883285522461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,167,16.7,5,1,11,12,10,12,10,11,10,12,11,14,12,14,9,10,10,12,10,13,0,0,12.0,17.0,0.9635751028806582,0.17,1,17.0,0.9635751028806582,0.17,12.0,30,875543259214,100,259.6516122817993,259.6516122817993,0.0010745525360107422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,22,2.2,5,1,9,10,9,11,11,13,11,12,10,14,12,14,0,0,0,0,0,0,0,0,4.4,6.2,0.9203356481481482,0.062,1,6.2,0.9203356481481482,0.062,4.4,120,875543259214,100,391.89136719703674,391.89136719703674,395.8757219314575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,103,10.3,5,1,11,14,9,12,11,14,9,11,10,13,0,0,0,0,0,0,0,0,0,0,10.0,13.2,0.9674629629629632,0.132,1,13.2,0.9674629629629632,0.132,10.0,130,875543259214,100,217.44837355613708,217.44837355613708,269.76965379714966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,110,11.0,5,1,11,12,9,11,10,12,10,13,9,13,10,13,11,14,9,11,11,12,12,14,15.4,21.4,0.9401435185185184,0.214,1,21.4,0.9401435185185184,0.214,15.4,140,875543259214,100,366.8820402622223,366.8820402622223,381.49127888679504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,167,16.7,5,1,11,14,10,12,10,11,11,14,12,14,10,13,10,13,0,0,0,0,0,0,15.6,17.0,0.9513624338624338,0.17,1,17.0,0.9513624338624338,0.17,15.6,150,875543259214,100,271.9246668815613,271.9246668815613,271.932781457901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,187,18.7,5,1,10,13,9,11,11,14,10,12,11,14,11,13,11,14,0,0,0,0,0,0,12.8,18.0,0.9426719576719575,0.18,1,18.0,0.9426719576719575,0.18,12.8,160,875543259214,100,332.36493468284607,332.36493468284607,332.5310146808624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,191,19.1,5,1,9,13,9,12,10,13,12,13,9,11,9,12,9,12,11,13,9,12,12,14,21.4,26.2,0.9524305555555556,0.262,1,26.2,0.9524305555555556,0.262,21.4,170,875543259214,100,345.72878861427307,345.72878861427307,389.74658274650574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,102,10.2,5,1,9,10,10,12,11,12,10,11,11,12,10,14,12,13,0,0,0,0,0,0,9.0,10.4,0.9525396825396824,0.104,1,10.4,0.9525396825396824,0.104,9.0,180,875543259214,100,242.07471299171448,242.07471299171448,338.77333998680115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,23,2.3,5,1,10,13,9,12,9,13,9,12,10,13,10,11,10,11,0,0,0,0,0,0,6.6,10.0,0.9531547619047619,0.1,1,10.0,0.9531547619047619,0.1,6.6,190,875543259214,100,347.61826276779175,347.61826276779175,347.62728571891785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,59,5.9,5,1,10,13,11,13,11,13,10,12,11,14,10,12,9,12,0,0,0,0,0,0,9.6,13.8,0.9545965608465607,0.138,1,13.8,0.9545965608465607,0.138,9.6,200,875543259214,100,294.69212317466736,294.69212317466736,294.91376876831055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,124,12.4,5,1,10,11,12,14,12,14,12,14,10,13,9,13,10,14,0,0,0,0,0,0,14.6,17.6,0.9676818783068782,0.176,1,17.6,0.9676818783068782,0.176,14.6,210,875543259214,100,208.9365622997284,208.9365622997284,326.0565493106842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,102,10.2,5,2,11,12,10,12,9,10,11,12,11,12,9,13,12,13,0,0,0,0,0,0,7.8,10.4,0.9541071428571427,0.104,1,10.4,0.9541071428571427,0.104,7.8,220,875543259214,100,229.54366517066956,229.54366517066956,328.7237432003021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,110,11.0,5,2,9,10,9,11,10,12,9,13,10,13,11,14,10,12,9,10,12,13,0,0,14.2,17.4,0.9278677983539093,0.174,1,17.4,0.9278677983539093,0.174,14.2,230,875543259214,100,405.5395972728729,405.5395972728729,405.5492413043976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,23,2.3,5,2,12,14,10,13,9,12,9,12,10,13,10,11,0,0,0,0,0,0,0,0,6.8,8.6,0.9703240740740741,0.086,1,8.6,0.9703240740740741,0.086,6.8,240,875543259214,100,225.72366499900818,225.72366499900818,371.6120331287384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,167,16.7,5,2,9,11,10,14,11,14,12,14,10,13,10,13,0,0,0,0,0,0,0,0,11.8,17.0,0.9632831790123458,0.17,1,17.0,0.9632831790123458,0.17,11.8,250,875543259214,100,245.83443117141724,245.83443117141724,246.61602401733398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,23,2.3,5,2,11,12,12,14,9,13,10,11,12,14,11,12,10,12,0,0,0,0,0,0,4.4,7.4,0.9324999999999999,0.074,1,7.4,0.9324999999999999,0.074,4.4,90,875543259214,100,306.700270652771,306.700270652771,0.001558065414428711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,23,2.3,5,2,10,11,12,14,9,13,10,11,12,14,11,12,10,12,0,0,0,0,0,0,4.0,7.4,0.9324999999999999,0.074,1,7.4,0.9324999999999999,0.074,4.0,260,875543259214,100,302.5164020061493,302.5164020061493,432.876366853714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,180,18.0,5,2,11,14,10,12,9,13,11,13,12,13,12,14,9,11,9,10,0,0,0,0,13.8,17.0,0.9451765046296294,0.17,1,17.0,0.9451765046296294,0.17,13.8,270,875543259214,100,308.3034520149231,308.3034520149231,331.42985224723816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,166,16.6,5,2,11,14,10,12,11,12,11,12,9,13,10,13,9,11,0,0,0,0,0,0,10.8,16.0,0.9474636243386243,0.16,1,16.0,0.9474636243386243,0.16,10.8,280,875543259214,100,267.088228225708,267.088228225708,307.9066472053528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,160,16.0,5,2,11,14,10,12,10,11,11,14,12,14,10,13,10,13,0,0,0,0,0,0,11.4,17.0,0.9592195767195768,0.17,1,17.0,0.9592195767195768,0.17,11.4,290,875543259214,100,247.69127750396729,247.69127750396729,247.70305633544922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,23,2.3,5,2,11,12,9,12,9,13,10,11,12,14,10,12,0,0,0,0,0,0,0,0,4.4,7.2,0.9375424382716049,0.072,1,7.2,0.9375424382716049,0.072,4.4,300,875543259214,100,294.1745617389679,294.1745617389679,369.1357686519623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,23,2.3,5,2,11,14,9,11,9,13,9,12,11,14,10,11,10,11,0,0,0,0,0,0,8.6,9.4,0.9659755291005291,0.094,1,9.4,0.9659755291005291,0.094,8.6,310,875543259214,100,269.33041524887085,269.33041524887085,336.79694652557373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,23,2.3,5,2,11,12,10,13,9,13,10,11,12,14,9,10,10,12,0,0,0,0,0,0,4.0,8.0,0.9415839947089946,0.08,1,8.0,0.9415839947089946,0.08,4.0,320,875543259214,100,313.48477149009705,313.48477149009705,413.50584268569946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,23,2.3,5,3,9,10,12,14,9,12,11,12,9,12,12,14,0,0,0,0,0,0,0,0,3.2,6.4,0.9305169753086417,0.064,1,6.4,0.9305169753086417,0.064,3.2,330,875543259214,100,347.1571521759033,347.1571521759033,353.4721713066101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
