,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9
0,7,69,6.9,5,0,23.2,28.6,0.9707460317460318,0.286,1,28.6,0.9707460317460318,0.286,23.2,0,119586514258,100,249.8470664024353,249.8470664024353,277.6074740886688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,31,3.1,5,0,10.0,12.0,0.9719861111111111,0.12,1,12.0,0.9719861111111111,0.12,10.0,10,119586514258,100,176.9931299686432,176.9931299686432,215.67094898223877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,32,3.2,5,0,14.4,18.4,0.9816759259259259,0.184,1,18.4,0.9816759259259259,0.184,14.4,20,119586514258,100,209.89595437049866,209.89595437049866,309.20180797576904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,64,6.4,5,0,5.2,8.4,0.9783888888888888,0.084,1,8.4,0.9783888888888888,0.084,5.2,30,119586514258,100,73.15810632705688,73.15810632705688,108.96552515029907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,12,1.2,5,0,6.2,9.4,0.9697444444444445,0.094,1,9.4,0.9697444444444445,0.094,6.2,40,119586514258,100,268.1013743877411,268.1013743877411,367.0827980041504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,159,15.9,5,0,19.6,25.0,0.9834666666666667,0.25,1,25.0,0.9834666666666667,0.25,19.6,50,119586514258,100,103.98694252967834,103.98694252967834,160.45557498931885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,169,16.9,5,0,12.8,15.0,0.9715925925925926,0.15,1,15.0,0.9715925925925926,0.15,12.8,60,119586514258,100,112.09356713294983,112.09356713294983,115.35247325897217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,103,10.3,5,0,14.0,18.4,0.9880833333333334,0.184,1,18.4,0.9880833333333334,0.184,14.0,70,119586514258,100,94.10473012924194,94.10473012924194,138.62287139892578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,19,1.9,5,0,3.0,5.4,0.9835277777777778,0.054,1,5.4,0.9835277777777778,0.054,3.0,80,119586514258,100,76.08953857421875,76.08953857421875,177.62494587898254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5,27,2.7,5,0,10.0,14.8,0.9690555555555557,0.148,1,14.8,0.9690555555555557,0.148,10.0,90,119586514258,100,237.80197191238403,237.80197191238403,261.6830596923828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
