,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,sequential_execution_time,execution_time,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9
0,4,136,13.6,5,0,18.8,19.2,0.972736111111111,0.192,1,19.2,0.972736111111111,0.192,18.8,7,515084845955,100,155.33038020133972,155.33038020133972,156.05883955955505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,194,19.4,5,0,24.4,30.2,0.960138888888889,0.302,1,30.2,0.960138888888889,0.302,24.4,17,515084845955,100,243.58346343040466,243.58346343040466,243.77034521102905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,43,4.3,5,0,15.8,21.2,0.9816944444444444,0.212,1,21.2,0.9816944444444444,0.212,15.8,27,515084845955,100,202.41038942337036,202.41038942337036,219.80957221984863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,144,14.4,5,0,35.4,44.2,0.9764567901234569,0.442,1,44.2,0.9764567901234569,0.442,35.4,37,515084845955,100,211.4968559741974,211.4968559741974,243.9069561958313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,61,6.1,5,0,25.4,31.6,0.969375,0.316,1,31.6,0.969375,0.316,25.4,47,515084845955,100,288.8186936378479,288.8186936378479,288.8765034675598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,99,9.9,5,0,30.4,41.0,0.976432098765432,0.41,1,41.0,0.976432098765432,0.41,30.4,57,515084845955,100,248.74382495880127,248.74382495880127,271.82815194129944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,27,2.7,5,0,14.8,20.2,0.9658412698412701,0.202,1,20.2,0.9658412698412701,0.202,14.8,67,515084845955,100,319.1357934474945,319.1357934474945,348.3420593738556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,62,6.2,5,0,27.6,36.2,0.9744876543209878,0.362,1,36.2,0.9744876543209878,0.362,27.6,77,515084845955,100,285.7666714191437,285.7666714191437,299.62410521507263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,74,7.4,5,0,5.6,8.4,0.9818888888888888,0.084,1,8.4,0.9818888888888888,0.084,5.6,87,515084845955,100,74.30535244941711,74.30535244941711,97.24935531616211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,25,2.5,5,0,15.2,22.8,0.9823819444444445,0.228,1,22.8,0.9823819444444445,0.228,15.2,97,515084845955,100,257.4598512649536,257.4598512649536,351.8928244113922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,185,18.5,5,0,11.8,15.2,0.9763333333333333,0.152,1,15.2,0.9763333333333333,0.152,11.8,107,515084845955,100,94.83609080314636,94.83609080314636,129.3510115146637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8,184,18.4,5,0,29.4,40.2,0.9640486111111111,0.402,1,40.2,0.9640486111111111,0.402,29.4,117,515084845955,100,261.9343671798706,261.9343671798706,278.87634348869324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,181,18.1,5,1,4.8,5.0,0.9722777777777778,0.05,1,5.0,0.9722777777777778,0.05,4.8,127,515084845955,100,51.23660063743591,51.23660063743591,66.263906955719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8,62,6.2,5,1,26.2,32.0,0.9672777777777777,0.32,1,32.0,0.9672777777777777,0.32,26.2,137,515084845955,100,294.441960811615,294.441960811615,319.74745321273804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8,132,13.2,5,1,26.4,39.4,0.9800138888888889,0.394,1,39.4,0.9800138888888889,0.394,26.4,147,515084845955,100,181.6149299144745,181.6149299144745,266.58013010025024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3,50,5.0,5,1,10.4,11.2,0.9752962962962964,0.112,1,11.2,0.9752962962962964,0.112,10.4,157,515084845955,100,128.7419102191925,128.7419102191925,128.93580102920532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8,62,6.2,5,1,26.2,32.0,0.9672777777777777,0.32,1,32.0,0.9672777777777777,0.32,26.2,137,515084845955,100,294.441960811615,294.441960811615,0.0017209053039550781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8,173,17.3,5,1,32.6,40.4,0.9660208333333333,0.404,1,40.4,0.9660208333333333,0.404,32.6,167,515084845955,100,243.46662712097168,243.46662712097168,252.82667922973633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,9,144,14.4,5,1,35.4,44.2,0.9764567901234569,0.442,1,44.2,0.9764567901234569,0.442,35.4,37,515084845955,100,211.4968559741974,211.4968559741974,0.0019178390502929688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,33,3.3,5,1,18.2,24.8,0.9720069444444444,0.248,1,24.8,0.9720069444444444,0.248,18.2,177,515084845955,100,318.00664234161377,318.00664234161377,386.13795137405396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7,22,2.2,5,1,15.0,18.4,0.9840317460317459,0.184,1,18.4,0.9840317460317459,0.184,15.0,187,515084845955,100,233.8254952430725,233.8254952430725,253.07111501693726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9,62,6.2,5,1,27.6,36.2,0.9744876543209878,0.362,1,36.2,0.9744876543209878,0.362,27.6,77,515084845955,100,285.7666714191437,285.7666714191437,0.0019266605377197266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6,43,4.3,5,1,15.8,21.2,0.9816944444444444,0.212,1,21.2,0.9816944444444444,0.212,15.8,27,515084845955,100,202.41038942337036,202.41038942337036,0.0035839080810546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9,103,10.3,5,1,29.8,42.0,0.9822654320987654,0.42,1,42.0,0.9822654320987654,0.42,29.8,197,515084845955,100,200.7159104347229,200.7159104347229,239.59645628929138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3,62,6.2,5,2,10.4,12.0,0.9775925925925927,0.12,1,12.0,0.9775925925925927,0.12,10.4,207,515084845955,100,96.60131025314331,96.60131025314331,145.37383580207825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,7,50,5.0,5,2,22.0,25.4,0.9811984126984126,0.254,1,25.4,0.9811984126984126,0.254,22.0,217,515084845955,100,226.79222178459167,226.79222178459167,226.82202529907227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,182,18.2,5,2,4.8,5.0,0.9713333333333334,0.05,1,5.0,0.9713333333333334,0.05,4.8,227,515084845955,100,51.386051416397095,51.386051416397095,66.71375155448914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,16,1.6,5,2,10.8,14.8,0.970174603174603,0.148,1,14.8,0.970174603174603,0.148,10.8,237,515084845955,100,345.62914872169495,345.62914872169495,415.77687335014343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2,51,5.1,5,2,5.6,7.4,0.9886944444444444,0.074,1,7.4,0.9886944444444444,0.074,5.6,247,515084845955,100,56.35796928405762,56.35796928405762,112.82239937782288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7,25,2.5,5,2,13.8,19.2,0.9783492063492064,0.192,1,19.2,0.9783492063492064,0.192,13.8,257,515084845955,100,269.5326178073883,269.5326178073883,355.5912911891937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8,33,3.3,5,2,18.2,24.8,0.9720069444444444,0.248,1,24.8,0.9720069444444444,0.248,18.2,177,515084845955,100,318.00664234161377,318.00664234161377,0.0010251998901367188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8,33,3.3,5,2,18.2,24.8,0.9720069444444444,0.248,1,24.8,0.9720069444444444,0.248,18.2,177,515084845955,100,318.00664234161377,318.00664234161377,0.0008184909820556641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8,14,1.4,5,2,13.0,16.2,0.9664513888888889,0.162,1,16.2,0.9664513888888889,0.162,13.0,267,515084845955,100,424.6679766178131,424.6679766178131,551.5843870639801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6,184,18.4,5,2,22.4,30.8,0.9822870370370372,0.308,1,30.8,0.9822870370370372,0.308,22.4,277,515084845955,100,137.93047070503235,137.93047070503235,222.91745686531067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2,180,18.0,5,2,10.4,10.0,0.9673055555555556,0.1,1,10.0,0.9673055555555556,0.1,10.4,287,515084845955,100,86.66697859764099,86.66697859764099,97.91092944145203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,74,7.4,5,2,4.4,4.2,0.9922777777777778,0.042,1,4.2,0.9922777777777778,0.042,4.4,297,515084845955,100,28.450068473815918,28.450068473815918,60.81986403465271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,6,184,18.4,5,3,22.4,30.8,0.9822870370370372,0.308,1,30.8,0.9822870370370372,0.308,22.4,277,515084845955,100,137.93047070503235,137.93047070503235,0.0018887519836425781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,182,18.2,5,3,4.8,5.0,0.9713333333333334,0.05,1,5.0,0.9713333333333334,0.05,4.8,227,515084845955,100,51.386051416397095,51.386051416397095,0.0014379024505615234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,27,2.7,5,3,2.4,2.8,0.9666111111111112,0.028,1,2.8,0.9666111111111112,0.028,2.4,307,515084845955,100,69.70710349082947,69.70710349082947,109.57213854789734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,7,180,18.0,5,3,34.0,34.8,0.9668968253968254,0.348,1,34.8,0.9668968253968254,0.348,34.0,317,515084845955,100,234.51815128326416,234.51815128326416,256.51347637176514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,5,179,17.9,5,3,22.8,25.0,0.9710111111111113,0.25,1,25.0,0.9710111111111113,0.25,22.8,327,515084845955,100,166.28917837142944,166.28917837142944,208.99532389640808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2,180,18.0,5,3,10.4,10.0,0.9673055555555556,0.1,1,10.0,0.9673055555555556,0.1,10.4,287,515084845955,100,86.66697859764099,86.66697859764099,0.001840353012084961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2,177,17.7,5,3,7.8,10.0,0.9700833333333334,0.1,1,10.0,0.9700833333333334,0.1,7.8,337,515084845955,100,82.56864547729492,82.56864547729492,93.09818530082703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,187,18.7,5,3,4.4,5.0,0.9679444444444444,0.05,1,5.0,0.9679444444444444,0.05,4.4,347,515084845955,100,50.92056894302368,50.92056894302368,67.09001231193542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,6,195,19.5,5,3,23.4,30.4,0.9657777777777778,0.304,1,30.4,0.9657777777777778,0.304,23.4,357,515084845955,100,212.67556285858154,212.67556285858154,222.50400066375732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,188,18.8,5,3,8.8,10.0,0.9566111111111112,0.1,1,10.0,0.9566111111111112,0.1,8.8,367,515084845955,100,113.10296106338501,113.10296106338501,113.32484579086304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2,73,7.3,5,3,7.4,8.4,0.9839166666666668,0.084,1,8.4,0.9839166666666668,0.084,7.4,377,515084845955,100,65.92864346504211,65.92864346504211,109.06137323379517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
