,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2
0,5,63,6.3,12,0,16.75,20.0,0.9859537037037036,0.2,1,20.0,0.9859537037037036,0.2,16.75,4,293597788666,100,410.46678733825684,410.46678733825684,410.8229010105133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,103,10.3,12,0,35.25,41.416666666666664,0.9826723251028806,0.4141666666666667,1,41.416666666666664,0.9826723251028806,0.4141666666666667,35.25,9,293597788666,100,671.1162645816803,671.1162645816803,709.9244341850281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,164,16.4,12,0,35.5,45.166666666666664,0.98258487654321,0.45166666666666666,1,45.166666666666664,0.98258487654321,0.45166666666666666,35.5,14,293597788666,100,608.5955970287323,608.5955970287323,608.6130125522614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,39,3.9,12,0,15.416666666666666,20.416666666666668,0.9854822530864197,0.20416666666666666,1,20.416666666666668,0.9854822530864197,0.20416666666666666,15.416666666666666,19,293597788666,100,584.3851521015167,584.3851521015167,616.2057166099548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,69,6.9,12,0,33.666666666666664,37.333333333333336,0.9854140946502058,0.37333333333333335,1,37.333333333333336,0.9854140946502058,0.37333333333333335,33.666666666666664,24,293597788666,100,660.0751147270203,660.0751147270203,660.0924170017242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,186,18.6,12,0,9.5,10.166666666666666,0.9832407407407409,0.10166666666666667,1,10.166666666666666,0.9832407407407409,0.10166666666666667,9.5,29,293597788666,100,201.25861191749573,201.25861191749573,201.27596187591553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,18,1.8,12,0,8.916666666666666,11.5,0.9872314814814814,0.115,1,11.5,0.9872314814814814,0.115,8.916666666666666,34,293597788666,100,518.8218131065369,518.8218131065369,518.8250088691711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,150,15.0,12,0,4.5,4.916666666666667,0.9820601851851852,0.049166666666666664,1,4.916666666666667,0.9820601851851852,0.049166666666666664,4.5,39,293597788666,100,114.75845098495483,114.75845098495483,131.7897970676422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,55,5.5,12,0,15.0,15.166666666666666,0.9871122685185185,0.15166666666666667,1,15.166666666666666,0.9871122685185185,0.15166666666666667,15.0,44,293597788666,100,324.1531865596771,324.1531865596771,361.2319481372833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,20,2.0,12,0,16.5,19.333333333333332,0.9865625000000001,0.19333333333333333,1,19.333333333333332,0.9865625000000001,0.19333333333333333,16.5,49,293597788666,100,815.8002700805664,815.8002700805664,1009.5144052505493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,67,6.7,12,0,2.4166666666666665,4.083333333333333,0.9814351851851852,0.04083333333333333,1,4.083333333333333,0.9814351851851852,0.04083333333333333,2.4166666666666665,54,293597788666,100,127.68876361846924,127.68876361846924,127.98245811462402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,6,69,6.9,12,0,19.666666666666668,24.916666666666668,0.9843788580246914,0.24916666666666668,1,24.916666666666668,0.9843788580246914,0.24916666666666668,19.666666666666668,59,293597788666,100,510.0860917568207,510.0860917568207,510.0902290344238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,74,7.4,12,1,11.416666666666666,12.583333333333334,0.9857484567901235,0.12583333333333332,1,12.583333333333334,0.9857484567901235,0.12583333333333332,11.416666666666666,64,293597788666,100,282.4091827869415,282.4091827869415,282.50297498703003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5,55,5.5,12,1,17.666666666666668,19.083333333333332,0.9830925925925925,0.19083333333333333,1,19.083333333333332,0.9830925925925925,0.19083333333333333,17.666666666666668,69,293597788666,100,499.5520963668823,499.5520963668823,499.556533575058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
