,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,7,69,6.9,1,0,20.8,28.2,0.9224126984126985,0.28200000000000003,5,28.0,0.8978968253968255,0.28,19.0,0,119586514258,100,51.2997088432312,28.0,0.9347619047619047,0.28,23.0,1,922485741825,100,46.34195303916931,28.0,0.8928571428571429,0.28,21.0,2,886535215268,100,52.372111082077026,28.0,0.9242857142857144,0.28,21.0,3,312248258909,100,46.328479290008545,29.0,0.9622619047619049,0.29,20.0,4,897057706678,100,37.81143307685852,234.1536853313446,52.721389055252075
1,4,31,3.1,1,0,9.6,12.6,0.9369861111111112,0.126,5,13.0,0.934375,0.13,12.0,5,119586514258,100,33.531028032302856,13.0,0.900625,0.13,12.0,6,922485741825,100,36.15304446220398,13.0,0.9574305555555557,0.13,8.0,7,886535215268,100,28.553383111953735,12.0,0.9393055555555556,0.12,9.0,8,312248258909,100,31.7268807888031,12.0,0.9531944444444443,0.12,7.0,9,897057706678,100,30.256301164627075,160.22063755989075,36.27348184585571
2,6,32,3.2,1,0,13.2,19.2,0.9415277777777777,0.192,5,17.0,0.9238888888888889,0.17,14.0,10,119586514258,100,46.88986587524414,21.0,0.9781018518518518,0.21,10.0,11,922485741825,100,33.94206166267395,20.0,0.9218981481481482,0.2,15.0,12,886535215268,100,44.772608518600464,18.0,0.940648148148148,0.18,14.0,13,312248258909,100,44.11012029647827,20.0,0.9431018518518518,0.2,13.0,14,897057706678,100,41.554771423339844,211.26942777633667,46.89198637008667
3,2,64,6.4,1,0,6.6,7.8,0.9395,0.078,5,8.0,0.966388888888889,0.08,5.0,15,119586514258,100,17.030128955841064,8.0,0.8797222222222222,0.08,11.0,16,922485741825,100,22.70428204536438,7.0,0.9056944444444444,0.07,6.0,17,886535215268,100,21.79733943939209,8.0,0.9591666666666666,0.08,6.0,18,312248258909,100,17.7884259223938,8.0,0.9865277777777777,0.08,5.0,19,897057706678,100,15.490732669830322,94.81090903282166,22.706510066986084
4,5,12,1.2,1,0,4.6,8.8,0.9242666666666667,0.088,5,9.0,0.9119999999999999,0.09,5.0,20,119586514258,100,48.60519194602966,9.0,0.9123333333333333,0.09,5.0,21,922485741825,100,48.209102392196655,8.0,0.9041111111111111,0.08,4.0,22,886535215268,100,48.55952215194702,10.0,0.9471111111111112,0.1,7.0,23,312248258909,100,39.72255206108093,8.0,0.9457777777777778,0.08,2.0,24,897057706678,100,41.74965453147888,226.84602308273315,48.6072096824646
5,5,159,15.9,1,0,17.8,24.4,0.9565999999999999,0.244,5,25.0,0.9785,0.25,18.0,25,119586514258,100,22.321672677993774,25.0,0.975388888888889,0.25,22.0,26,922485741825,100,22.321632862091064,24.0,0.9413888888888889,0.24,20.0,27,886535215268,100,28.903742790222168,23.0,0.9262777777777778,0.23,12.0,28,312248258909,100,32.1935453414917,25.0,0.9614444444444444,0.25,17.0,29,897057706678,100,24.421069622039795,130.1616632938385,32.19650602340698
6,3,169,16.9,1,0,12.8,15.0,0.9538888888888888,0.15,5,15.0,0.9673148148148147,0.15,18.0,30,119586514258,100,17.134944915771484,15.0,0.9259259259259259,0.15,12.0,31,922485741825,100,21.21162462234497,15.0,0.9412037037037037,0.15,8.0,32,886535215268,100,19.91217827796936,15.0,0.9778703703703703,0.15,12.0,33,312248258909,100,16.562062740325928,15.0,0.9571296296296296,0.15,14.0,34,897057706678,100,18.42005491256714,93.24086546897888,21.213908672332764
7,4,103,10.3,1,0,13.6,17.6,0.9164166666666667,0.17600000000000002,5,17.0,0.9059722222222222,0.17,12.0,35,119586514258,100,33.362144470214844,19.0,0.9395833333333333,0.19,12.0,36,922485741825,100,26.11016035079956,18.0,0.9211805555555557,0.18,15.0,37,886535215268,100,30.134342193603516,17.0,0.9043055555555556,0.17,17.0,38,312248258909,100,32.86550784111023,17.0,0.9110416666666666,0.17,12.0,39,897057706678,100,32.294931173324585,154.76708602905273,33.364339113235474
8,2,19,1.9,1,0,4.2,4.2,0.9275555555555556,0.041999999999999996,5,4.0,0.9195833333333333,0.04,4.0,40,119586514258,100,23.045450687408447,4.0,0.8733333333333333,0.04,5.0,41,922485741825,100,26.432605266571045,4.0,0.9304166666666667,0.04,4.0,42,886535215268,100,22.712857246398926,5.0,0.9851388888888889,0.05,2.0,43,312248258909,100,17.602783203125,4.0,0.9293055555555555,0.04,6.0,44,897057706678,100,22.433173179626465,112.22686958312988,26.435145378112793
9,5,27,2.7,1,0,9.6,14.2,0.9179666666666666,0.14200000000000002,5,13.0,0.9179444444444445,0.13,11.0,45,119586514258,100,44.363211154937744,15.0,0.9215,0.15,10.0,46,922485741825,100,42.615163803100586,15.0,0.9239444444444445,0.15,8.0,47,886535215268,100,41.44912004470825,14.0,0.9373333333333334,0.14,10.0,48,312248258909,100,40.0457181930542,14.0,0.8891111111111112,0.14,9.0,49,897057706678,100,47.646193504333496,216.11940670013428,47.64993500709534
