,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time
0,65,6.5,5,0,12,14,12,14,9,11,12,14,9,10,11,13,9,11,12,14,0,0,0,0,8.56,12.36,0.9578958333333333,0.2472,5,12.6,0.9588368055555554,0.252,8.0,0,507243782939,50,149.82683992385864,12.2,0.9698958333333332,0.244,9.0,1,773011093847,50,133.07828092575073,12.6,0.9553124999999998,0.252,9.0,2,547683245187,50,146.89737010002136,12.4,0.9522048611111109,0.248,9.6,3,640395380422,50,146.85612177848816,12.0,0.9532291666666666,0.24,7.2,4,879040384379,50,157.2702260017395,733.9288387298584,157.62854433059692
1,106,10.6,5,0,9,13,10,13,10,14,11,12,10,12,9,11,10,14,11,13,9,10,0,0,14.959999999999999,21.48,0.969099794238683,0.42960000000000004,5,21.4,0.9727880658436212,0.428,12.8,5,507243782939,50,145.03915405273438,21.8,0.9810699588477365,0.436,16.6,6,773011093847,50,128.9722239971161,21.4,0.954182098765432,0.428,15.6,7,547683245187,50,151.98930716514587,21.2,0.9594881687242798,0.424,16.0,8,640395380422,50,161.70447540283203,21.6,0.9779706790123455,0.432,13.8,9,879040384379,50,130.79067206382751,718.4958326816559,161.70690751075745
2,24,2.4,5,0,10,14,9,13,11,14,11,13,9,12,9,10,9,13,12,14,12,14,0,0,9.68,14.16,0.9484552469135803,0.2832,5,14.4,0.9557793209876544,0.288,9.8,10,507243782939,50,192.90991735458374,14.2,0.9526517489711933,0.284,8.0,11,773011093847,50,218.29181027412415,14.4,0.9277417695473251,0.288,11.2,12,547683245187,50,241.8104887008667,13.6,0.9524639917695471,0.272,10.8,13,640395380422,50,216.36571431159973,14.2,0.9536394032921811,0.284,8.6,14,879040384379,50,215.52388072013855,1084.9018113613129,241.81271648406982
3,158,15.8,5,0,10,14,12,14,12,14,10,13,12,13,11,14,12,14,11,13,0,0,0,0,14.48,18.96,0.970611111111111,0.3792,5,19.0,0.9665277777777777,0.38,15.6,15,507243782939,50,97.03755569458008,18.8,0.9803616898148148,0.376,15.2,16,773011093847,50,87.64312767982483,19.0,0.9647193287037036,0.38,12.2,17,547683245187,50,95.58851099014282,19.0,0.9691406249999999,0.38,13.6,18,640395380422,50,93.60768342018127,19.0,0.9723061342592592,0.38,15.8,19,879040384379,50,91.11882948875427,464.9957072734833,97.03949689865112
4,42,4.2,5,0,9,10,9,12,10,13,11,12,11,14,10,13,0,0,0,0,0,0,0,0,7.720000000000001,9.959999999999999,0.9616358024691358,0.1992,5,9.8,0.9607561728395062,0.196,7.6,20,507243782939,50,135.65225648880005,10.0,0.977037037037037,0.2,8.0,21,773011093847,50,117.68901038169861,10.0,0.9722376543209877,0.2,7.8,22,547683245187,50,118.45734596252441,9.8,0.9272222222222221,0.196,6.6,23,640395380422,50,165.83237862586975,10.2,0.9709259259259261,0.204,8.6,24,879040384379,50,132.0892415046692,669.720232963562,165.83505988121033
5,164,16.4,5,0,11,14,12,14,11,14,11,13,12,14,10,14,12,13,10,14,10,14,10,13,21.119999999999997,27.96,0.9652930555555554,0.5592,5,28.0,0.9628773148148146,0.56,21.2,25,507243782939,50,117.65653109550476,27.8,0.9607152777777775,0.556,20.2,26,773011093847,50,120.97350001335144,28.0,0.9660694444444443,0.56,25.0,27,547683245187,50,117.88578248023987,28.0,0.9694907407407406,0.56,19.6,28,640395380422,50,116.27261185646057,28.0,0.9673124999999999,0.56,19.6,29,879040384379,50,117.92150568962097,590.7099311351776,120.97587013244629
6,23,2.3,5,0,10,12,9,13,10,12,12,14,9,13,11,12,11,14,12,14,9,13,0,0,9.279999999999998,13.079999999999998,0.9319166666666666,0.2616,5,13.2,0.9543878600823044,0.264,9.8,30,507243782939,50,209.8158745765686,12.6,0.9067849794238683,0.252,9.6,31,773011093847,50,284.99102210998535,13.6,0.9437268518518517,0.272,7.0,32,547683245187,50,201.8861095905304,13.4,0.9409465020576131,0.268,12.2,33,640395380422,50,202.59049034118652,12.6,0.9137371399176956,0.252,7.8,34,879040384379,50,258.4430913925171,1157.726588010788,284.99343371391296
7,19,1.9,5,0,9,12,11,14,10,12,9,10,10,14,10,14,9,10,11,14,12,14,0,0,7.68,11.84,0.9505529835390947,0.23679999999999998,5,11.8,0.9386959876543209,0.236,7.2,35,507243782939,50,222.98971700668335,11.6,0.9497813786008229,0.232,6.6,36,773011093847,50,214.58753871917725,12.0,0.9485802469135803,0.24,8.8,37,547683245187,50,215.71425080299377,11.8,0.9585082304526747,0.236,7.2,38,640395380422,50,221.58575320243835,12.0,0.9571990740740739,0.24,8.6,39,879040384379,50,196.40198159217834,1071.279241323471,222.99189925193787
8,77,7.7,5,0,11,14,9,11,9,12,11,13,10,13,9,10,11,14,12,14,12,14,0,0,14.88,18.12,0.9640452674897118,0.36239999999999994,5,18.2,0.9680298353909463,0.364,14.0,40,507243782939,50,151.65295100212097,18.0,0.9576183127572016,0.36,15.4,41,773011093847,50,165.480473279953,18.2,0.9727777777777776,0.364,15.6,42,547683245187,50,150.38032269477844,18.4,0.9653755144032922,0.368,14.4,43,640395380422,50,153.82085251808167,17.8,0.9564248971193415,0.356,15.0,44,879040384379,50,169.4307358264923,790.7653353214264,169.43426370620728
9,25,2.5,5,0,12,14,10,13,9,10,10,13,12,14,11,14,9,12,12,14,10,14,12,14,9.760000000000002,14.919999999999998,0.9620574074074074,0.2984,5,14.8,0.9700648148148148,0.296,9.8,45,507243782939,50,185.78376507759094,14.6,0.9552060185185185,0.292,10.6,46,773011093847,50,213.64714097976685,15.0,0.9556273148148147,0.3,10.0,47,547683245187,50,213.99658489227295,15.6,0.9688541666666666,0.312,9.8,48,640395380422,50,184.3145878314972,14.6,0.9605347222222221,0.292,8.6,49,879040384379,50,204.8746042251587,1002.6166830062866,213.9994924068451
10,164,16.4,5,0,12,13,9,10,11,12,11,13,9,11,10,12,11,14,11,13,0,0,0,0,9.76,13.919999999999998,0.9581736111111109,0.27840000000000004,5,14.0,0.9553356481481481,0.28,8.6,50,507243782939,50,122.4521234035492,13.8,0.9724421296296295,0.276,11.2,51,773011093847,50,113.00217270851135,14.0,0.9536805555555554,0.28,10.8,52,547683245187,50,123.52836060523987,14.0,0.9610358796296294,0.28,9.8,53,640395380422,50,112.35941338539124,13.8,0.9483738425925925,0.276,8.4,54,879040384379,50,128.357741355896,599.6998114585876,128.3614625930786
