,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,sequential_execution_time,execution_time,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4
0,27,2.7,5,0,11,14,10,12,11,12,11,12,9,10,9,10,12,14,11,13,0,0,0,0,3.4,8.0,0.943460648148148,0.08,1,8.0,0.943460648148148,0.08,3.4,3,788722323053,100,519.8909239768982,519.8909239768982,557.0440969467163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,173,17.3,5,0,12,14,12,14,11,13,10,11,11,13,12,14,12,14,11,14,12,14,10,13,15.2,21.0,0.9653935185185185,0.21,1,21.0,0.9653935185185185,0.21,15.2,8,788722323053,100,345.53494024276733,345.53494024276733,405.24417781829834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,148,14.8,5,0,9,13,9,11,9,10,9,13,11,14,10,11,0,0,0,0,0,0,0,0,11.6,14.8,0.960096450617284,0.148,1,14.8,0.960096450617284,0.148,11.6,13,788722323053,100,319.2301092147827,319.2301092147827,335.064768075943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,125,12.5,5,0,12,14,11,13,10,11,10,12,9,12,11,13,11,14,9,11,0,0,0,0,12.6,16.2,0.9561574074074074,0.162,1,16.2,0.9561574074074074,0.162,12.6,18,788722323053,100,384.18204283714294,384.18204283714294,451.73459935188293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,160,16.0,5,0,10,13,11,13,11,13,9,13,11,12,11,13,0,0,0,0,0,0,0,0,9.6,14.0,0.9668904320987654,0.14,1,14.0,0.9668904320987654,0.14,9.6,23,788722323053,100,203.13756132125854,203.13756132125854,261.3120744228363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,157,15.7,5,0,9,11,12,14,10,12,12,14,9,10,10,14,10,13,0,0,0,0,0,0,13.6,15.8,0.9557010582010582,0.158,1,15.8,0.9557010582010582,0.158,13.6,28,788722323053,100,362.9361972808838,362.9361972808838,362.9410526752472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,71,7.1,5,0,10,14,9,11,11,14,10,12,9,12,9,11,11,13,11,12,11,12,11,13,13.0,18.6,0.9706782407407406,0.186,1,18.6,0.9706782407407406,0.186,13.0,33,788722323053,100,399.3496425151825,399.3496425151825,498.5947251319885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,177,17.7,5,0,10,12,12,13,10,14,9,13,10,13,9,12,10,12,10,11,0,0,0,0,17.0,20.0,0.9582494212962962,0.2,1,20.0,0.9582494212962962,0.2,17.0,38,788722323053,100,353.31812715530396,353.31812715530396,383.52320623397827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,43,4.3,5,0,11,13,11,14,11,14,11,14,9,12,12,13,9,10,12,14,0,0,0,0,9.2,12.8,0.946724537037037,0.128,1,12.8,0.946724537037037,0.128,9.2,43,788722323053,100,492.41817593574524,492.41817593574524,568.1999981403351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,2.0,5,0,9,12,9,10,9,10,12,13,11,14,9,10,9,12,0,0,0,0,0,0,4.2,6.6,0.9237830687830687,0.066,1,6.6,0.9237830687830687,0.066,4.2,48,788722323053,100,453.3712522983551,453.3712522983551,535.8739953041077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,44,4.4,5,0,11,14,12,14,9,11,9,11,12,14,10,12,11,12,11,13,10,12,0,0,8.6,13.2,0.9516049382716049,0.132,1,13.2,0.9516049382716049,0.132,8.6,53,788722323053,100,478.3877053260803,478.3877053260803,478.4067425727844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,102,10.2,5,0,10,11,10,13,9,10,11,14,10,12,10,11,9,10,10,14,0,0,0,0,11.2,14.8,0.9708101851851851,0.148,1,14.8,0.9708101851851851,0.148,11.2,58,788722323053,100,517.9702234268188,517.9702234268188,584.762529373169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,43,4.3,5,1,11,13,10,13,9,11,9,12,12,13,9,10,12,14,0,0,0,0,0,0,6.6,10.4,0.9657208994708993,0.104,1,10.4,0.9657208994708993,0.104,6.6,63,788722323053,100,935.3099794387817,935.3099794387817,1183.7658488750458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,102,10.2,5,1,10,11,10,13,10,11,11,13,11,14,11,14,10,11,9,10,10,14,0,0,14.4,17.4,0.947795781893004,0.174,1,17.4,0.947795781893004,0.174,14.4,68,788722323053,100,1128.3258264064789,1128.3258264064789,1150.5365006923676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,43,4.3,5,1,11,13,11,14,11,14,11,14,9,12,12,13,9,10,12,14,0,0,0,0,9.2,12.8,0.946724537037037,0.128,1,12.8,0.946724537037037,0.128,9.2,43,788722323053,100,492.41817593574524,492.41817593574524,0.001306772232055664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,43,4.3,5,1,11,13,11,14,11,14,11,14,9,12,12,13,9,10,12,14,0,0,0,0,9.2,12.8,0.946724537037037,0.128,1,12.8,0.946724537037037,0.128,9.2,43,788722323053,100,492.41817593574524,492.41817593574524,0.0009419918060302734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,151,15.1,5,1,9,12,11,13,9,13,9,11,11,12,11,13,0,0,0,0,0,0,0,0,10.0,14.0,0.9673418209876542,0.14,1,14.0,0.9673418209876542,0.14,10.0,73,788722323053,100,579.2061038017273,579.2061038017273,580.4355006217957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,157,15.7,5,1,10,12,11,13,12,14,12,14,9,10,9,12,9,12,0,0,0,0,0,0,12.2,15.0,0.9696626984126983,0.15,1,15.0,0.9696626984126983,0.15,12.2,78,788722323053,100,713.9851298332214,713.9851298332214,812.0248210430145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,175,17.5,5,1,10,13,10,12,11,13,9,10,9,11,11,12,12,14,10,12,0,0,0,0,10.6,15.0,0.9474826388888888,0.15,1,15.0,0.9474826388888888,0.15,10.6,83,788722323053,100,970.1351356506348,970.1351356506348,970.2188372612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,167,16.7,5,1,12,14,12,14,11,13,10,13,12,14,11,13,10,14,10,12,0,0,0,0,12.0,19.0,0.9581539351851851,0.19,1,19.0,0.9581539351851851,0.19,12.0,88,788722323053,100,786.553854227066,786.553854227066,796.2646884918213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,125,12.5,5,1,11,13,12,14,10,12,10,11,9,12,11,13,11,12,12,14,0,0,0,0,11.8,14.8,0.9751273148148147,0.148,1,14.8,0.9751273148148147,0.148,11.8,93,788722323053,100,647.7832415103912,647.7832415103912,871.3852002620697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,43,4.3,5,1,10,13,10,12,9,11,11,14,9,12,12,13,9,12,9,10,0,0,0,0,12.8,12.4,0.931863425925926,0.124,1,12.4,0.931863425925926,0.124,12.8,98,788722323053,100,1294.7258212566376,1294.7258212566376,1294.7944416999817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,43,4.3,5,1,11,13,11,13,11,14,9,10,11,14,9,12,12,14,12,14,0,0,0,0,8.8,13.2,0.9476678240740739,0.132,1,13.2,0.9476678240740739,0.132,8.8,103,788722323053,100,1262.4163444042206,1262.4163444042206,1329.5660257339478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,125,12.5,5,1,11,14,11,13,9,10,9,12,10,14,9,10,0,0,0,0,0,0,0,0,12.6,13.6,0.9750655864197529,0.136,1,13.6,0.9750655864197529,0.136,12.6,108,788722323053,100,743.9602463245392,743.9602463245392,880.0996050834656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,43,4.3,5,2,11,13,11,14,11,14,9,10,11,14,9,11,12,14,12,14,0,0,0,0,11.0,13.0,0.9544791666666665,0.13,1,13.0,0.9544791666666665,0.13,11.0,113,788722323053,100,1184.7786211967468,1184.7786211967468,1464.7796430587769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,27,2.7,5,2,11,13,9,11,11,12,11,12,9,10,9,10,9,12,11,14,0,0,0,0,6.2,8.8,0.959866898148148,0.088,1,8.8,0.959866898148148,0.088,6.2,118,788722323053,100,1030.4690442085266,1030.4690442085266,1285.981295824051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,43,4.3,5,2,11,13,12,14,9,11,12,14,10,12,11,12,11,13,9,10,0,0,0,0,6.2,10.2,0.9379166666666665,0.102,1,10.2,0.9379166666666665,0.102,6.2,123,788722323053,100,1165.3205735683441,1165.3205735683441,1165.3985903263092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,43,4.3,5,2,10,11,9,10,9,11,9,11,11,14,9,12,9,12,9,10,0,0,0,0,7.0,11.4,0.9454803240740739,0.114,1,11.4,0.9454803240740739,0.114,7.0,128,788722323053,100,1228.9358446598053,1228.9358446598053,1228.9968531131744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,43,4.3,5,2,10,13,10,12,9,10,11,14,9,12,12,13,9,12,9,10,0,0,0,0,7.0,12.0,0.9380960648148148,0.12,1,12.0,0.9380960648148148,0.12,7.0,133,788722323053,100,1370.5389835834503,1370.5389835834503,1374.7775297164917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,43,4.3,5,2,11,13,10,12,11,14,9,10,11,14,9,12,12,14,12,14,0,0,0,0,6.6,13.4,0.9581539351851851,0.134,1,13.4,0.9581539351851851,0.134,6.6,138,788722323053,100,1038.999412059784,1038.999412059784,1260.5018372535706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,43,4.3,5,2,11,13,11,14,11,14,11,14,9,12,12,13,9,10,12,14,0,0,0,0,9.2,12.8,0.946724537037037,0.128,1,12.8,0.946724537037037,0.128,9.2,43,788722323053,100,492.41817593574524,492.41817593574524,0.0012750625610351562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,43,4.3,5,2,11,13,11,14,11,14,11,14,9,12,12,13,9,10,12,14,0,0,0,0,9.2,12.8,0.946724537037037,0.128,1,12.8,0.946724537037037,0.128,9.2,43,788722323053,100,492.41817593574524,492.41817593574524,0.0009148120880126953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,27,2.7,5,2,10,12,10,11,11,12,11,13,9,10,12,14,11,13,0,0,0,0,0,0,2.4,7.0,0.9307936507936506,0.07,1,7.0,0.9307936507936506,0.07,2.4,143,788722323053,100,1076.6794726848602,1076.6794726848602,1130.1263778209686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,20,2.0,5,2,12,14,10,14,9,10,11,12,9,10,9,10,9,11,0,0,0,0,0,0,4.4,6.2,0.9125396825396823,0.062,1,6.2,0.9125396825396823,0.062,4.4,148,788722323053,100,1259.6936218738556,1259.6936218738556,1259.7970972061157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,44,4.4,5,2,11,13,12,14,9,12,11,14,12,13,10,11,10,14,0,0,0,0,0,0,8.6,11.6,0.958287037037037,0.116,1,11.6,0.958287037037037,0.116,8.6,153,788722323053,100,890.5074844360352,890.5074844360352,980.1398396492004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,42,4.2,5,2,11,13,10,12,9,11,10,12,12,14,10,12,11,14,9,11,11,13,0,0,9.4,14.2,0.9714609053497942,0.142,1,14.2,0.9714609053497942,0.142,9.4,158,788722323053,100,1035.1954488754272,1035.1954488754272,1218.227292060852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,20,2.0,5,3,10,13,9,10,9,10,12,14,9,12,9,10,9,12,0,0,0,0,0,0,4.0,7.8,0.9219642857142857,0.078,1,7.8,0.9219642857142857,0.078,4.0,163,788722323053,100,1175.8397073745728,1175.8397073745728,1222.4490134716034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,45,4.5,5,3,10,13,10,11,9,11,11,14,9,10,9,12,9,10,0,0,0,0,0,0,7.6,10.4,0.9542724867724868,0.104,1,10.4,0.9542724867724868,0.104,7.6,168,788722323053,100,1044.5154602527618,1044.5154602527618,1091.6928884983063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,27,2.7,5,3,10,14,10,12,11,12,9,10,9,13,10,11,0,0,0,0,0,0,0,0,5.2,7.6,0.9431944444444443,0.076,1,7.6,0.9431944444444443,0.076,5.2,173,788722323053,100,997.4226689338684,997.4226689338684,1053.807980298996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,43,4.3,5,3,10,11,9,11,9,11,11,14,9,12,11,14,9,10,0,0,0,0,0,0,7.4,10.8,0.9389087301587301,0.108,1,10.8,0.9389087301587301,0.108,7.4,178,788722323053,100,1066.8465132713318,1066.8465132713318,1066.9429471492767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,27,2.7,5,3,10,12,11,13,11,12,12,13,11,14,9,12,12,13,11,14,0,0,0,0,8.6,10.0,0.9600636574074073,0.1,1,10.0,0.9600636574074073,0.1,8.6,183,788722323053,100,863.8042936325073,863.8042936325073,1006.5986249446869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,4.2,5,3,9,13,10,12,11,13,11,12,9,10,9,10,9,13,11,13,0,0,0,0,8.2,12.0,0.9385850694444442,0.12,1,12.0,0.9385850694444442,0.12,8.2,188,788722323053,100,1180.2362620830536,1180.2362620830536,1182.7620017528534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,4.2,5,3,11,13,11,14,11,12,11,13,9,10,0,0,0,0,0,0,0,0,0,0,4.6,6.6,0.9607962962962961,0.066,1,6.6,0.9607962962962961,0.066,4.6,193,788722323053,100,781.565114736557,781.565114736557,837.4037058353424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
