,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,sequential_execution_time,execution_time,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2
0,37,3.7,5,0,10,13,9,11,10,12,9,13,11,14,9,13,12,14,11,13,11,14,0,0,12.8,17.0,0.9726543209876541,0.17,1,17.0,0.9726543209876541,0.17,12.8,0,176125337656,100,443.488205909729,443.488205909729,625.6287779808044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,114,11.4,5,0,12,13,12,13,12,13,12,13,11,14,11,13,10,11,11,14,9,13,12,13,11.2,17.4,0.9698101851851849,0.174,1,17.4,0.9698101851851849,0.174,11.2,5,176125337656,100,301.3530972003937,301.3530972003937,476.57568550109863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41,4.1,5,0,10,14,10,13,10,14,11,13,11,12,0,0,0,0,0,0,0,0,0,0,7.4,9.4,0.969675925925926,0.094,1,9.4,0.969675925925926,0.094,7.4,10,176125337656,100,272.0133183002472,272.0133183002472,329.7644658088684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,36,3.6,5,0,11,12,9,12,12,13,10,13,9,10,9,11,12,13,12,14,11,13,9,12,8.2,13.4,0.955310185185185,0.134,1,13.4,0.955310185185185,0.134,8.2,15,176125337656,100,486.02000308036804,486.02000308036804,686.8605809211731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,2.3,5,0,9,11,12,14,11,14,10,11,11,13,11,13,10,12,0,0,0,0,0,0,2.6,7.8,0.9581018518518519,0.078,1,7.8,0.9581018518518519,0.078,2.6,20,176125337656,100,401.1822667121887,401.1822667121887,566.536917924881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,188,18.8,5,0,10,12,12,14,10,13,12,14,12,13,11,14,12,14,9,10,0,0,0,0,10.4,16.0,0.9510069444444444,0.16,1,16.0,0.9510069444444444,0.16,10.4,25,176125337656,100,383.1481342315674,383.1481342315674,434.43819069862366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,1.9,5,0,10,14,11,12,10,14,10,14,10,12,11,14,9,11,0,0,0,0,0,0,6.0,10.2,0.9475231481481481,0.102,1,10.2,0.9475231481481481,0.102,6.0,30,176125337656,100,460.566180229187,460.566180229187,595.2932453155518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,85,8.5,5,0,12,14,11,14,11,14,11,14,12,14,9,11,9,11,11,12,0,0,0,0,9.2,16.0,0.9747106481481481,0.16,1,16.0,0.9747106481481481,0.16,9.2,35,176125337656,100,341.3235194683075,341.3235194683075,501.9565501213074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,50,5.0,5,0,11,14,9,12,11,14,9,11,10,12,12,14,11,14,0,0,0,0,0,0,9.2,13.8,0.9700529100529101,0.138,1,13.8,0.9700529100529101,0.138,9.2,40,176125337656,100,354.43105006217957,354.43105006217957,463.80497193336487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,88,8.8,5,0,9,13,9,13,12,14,12,14,12,14,9,13,11,14,9,13,0,0,0,0,15.0,22.4,0.9739930555555555,0.224,1,22.4,0.9739930555555555,0.224,15.0,45,176125337656,100,314.6107726097107,314.6107726097107,359.8768882751465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
