,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1
0,38,3.8,5,0,12,14,10,12,9,12,9,11,11,14,12,13,11,13,10,11,12,13,0,0,7.4,12.0,0.9493106995884774,0.12,1,12.0,0.9493106995884774,0.12,7.4,4,977572622211,100,423.1918833255768,423.1918833255768,429.48410964012146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,76,7.6,5,0,9,10,10,12,9,10,9,12,10,11,9,13,11,14,10,12,12,14,9,12,19.0,19.2,0.9635717592592592,0.192,1,19.2,0.9635717592592592,0.192,19.0,9,977572622211,100,308.2437174320221,308.2437174320221,389.1751010417938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,104,10.4,5,0,12,13,12,14,9,10,11,13,9,11,12,13,9,10,10,13,0,0,0,0,8.4,12.2,0.9646701388888888,0.122,1,12.2,0.9646701388888888,0.122,8.4,14,977572622211,100,262.5935642719269,262.5935642719269,348.79226899147034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,167,16.7,5,0,12,13,10,14,9,10,12,14,12,14,12,14,9,13,11,14,0,0,0,0,15.2,19.0,0.968912037037037,0.19,1,19.0,0.968912037037037,0.19,15.2,19,977572622211,100,233.9660723209381,233.9660723209381,316.2505600452423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,187,18.7,5,0,9,13,11,14,9,10,10,12,11,14,9,11,9,12,10,13,10,13,0,0,19.4,24.0,0.9441743827160494,0.24,1,24.0,0.9441743827160494,0.24,19.4,24,977572622211,100,404.6803514957428,404.6803514957428,404.7256746292114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,92,9.2,5,0,10,13,10,14,10,11,9,13,9,12,12,14,10,11,11,14,9,11,0,0,14.8,20.6,0.9462705761316871,0.206,1,20.6,0.9462705761316871,0.206,14.8,29,977572622211,100,325.10115909576416,325.10115909576416,338.0363793373108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,47,4.7,5,0,12,14,12,13,10,11,12,14,10,12,11,14,0,0,0,0,0,0,0,0,7.2,8.4,0.9787499999999999,0.084,1,8.4,0.9787499999999999,0.084,7.2,34,977572622211,100,172.25108647346497,172.25108647346497,248.87083530426025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,40,4.0,5,0,11,12,10,13,12,14,9,13,10,12,10,11,9,12,12,13,0,0,0,0,9.2,12.4,0.9618836805555555,0.124,1,12.4,0.9618836805555555,0.124,9.2,39,977572622211,100,277.21657943725586,277.21657943725586,373.06586813926697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,189,18.9,5,0,10,13,9,11,9,11,11,14,9,12,10,11,12,14,10,12,12,14,0,0,16.6,20.0,0.9481069958847735,0.2,1,20.0,0.9481069958847735,0.2,16.6,44,977572622211,100,326.5857789516449,326.5857789516449,365.03335762023926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,150,15.0,5,0,9,11,11,14,12,13,9,13,12,14,10,12,0,0,0,0,0,0,0,0,7.8,13.8,0.9648418209876543,0.138,1,13.8,0.9648418209876543,0.138,7.8,49,977572622211,100,206.86162042617798,206.86162042617798,215.33705163002014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,52,5.2,5,0,12,14,10,13,9,11,12,14,10,14,9,11,10,11,0,0,0,0,0,0,11.8,12.4,0.9665806878306878,0.124,1,12.4,0.9665806878306878,0.124,11.8,54,977572622211,100,259.8288006782532,259.8288006782532,313.1794309616089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,88,8.8,5,0,9,12,12,14,11,14,10,12,11,14,11,12,10,14,0,0,0,0,0,0,12.8,16.2,0.9741865079365079,0.162,1,16.2,0.9741865079365079,0.162,12.8,59,977572622211,100,231.18656253814697,231.18656253814697,294.5378932952881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,93,9.3,5,1,12,14,12,13,11,14,10,13,10,13,0,0,0,0,0,0,0,0,0,0,9.2,10.8,0.9546666666666666,0.108,1,10.8,0.9546666666666666,0.108,9.2,64,977572622211,100,163.84667253494263,163.84667253494263,191.8907344341278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,45,4.5,5,1,10,13,9,13,10,11,9,13,12,14,10,13,11,13,9,11,0,0,0,0,10.8,15.6,0.9606684027777777,0.156,1,15.6,0.9606684027777777,0.156,10.8,69,977572622211,100,329.1925883293152,329.1925883293152,329.2211594581604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,40,4.0,5,1,11,12,10,13,12,14,9,13,10,12,10,11,9,12,12,13,0,0,0,0,9.2,12.4,0.9618836805555555,0.124,1,12.4,0.9618836805555555,0.124,9.2,39,977572622211,100,277.21657943725586,277.21657943725586,0.0008440017700195312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,52,5.2,5,1,12,14,10,13,9,11,12,14,10,14,9,11,10,11,0,0,0,0,0,0,11.8,12.4,0.9665806878306878,0.124,1,12.4,0.9665806878306878,0.124,11.8,54,977572622211,100,259.8288006782532,259.8288006782532,0.0005738735198974609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,51,5.1,5,1,12,13,10,11,9,10,12,14,11,14,12,14,12,14,9,13,11,14,0,0,9.4,14.4,0.9451954732510287,0.144,1,14.4,0.9451954732510287,0.144,9.4,74,977572622211,100,351.19402837753296,351.19402837753296,373.5300874710083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,167,16.7,5,1,12,14,10,13,9,13,12,14,9,11,10,11,0,0,0,0,0,0,0,0,11.8,14.0,0.9683564814814815,0.14,1,14.0,0.9683564814814815,0.14,11.8,79,977572622211,100,183.48124504089355,183.48124504089355,220.14642667770386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,195,19.5,5,1,10,13,10,13,10,11,10,13,9,13,10,11,11,14,9,11,0,0,0,0,16.2,20.0,0.9505295138888888,0.2,1,20.0,0.9505295138888888,0.2,16.2,84,977572622211,100,316.6274812221527,316.6274812221527,341.0559272766113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
