,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,sequential_execution_time,execution_time,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1
0,9,47,4.7,12,0,26.0,33.0,0.9886882716049382,0.33,1,33.0,0.9886882716049382,0.33,26.0,7,225344899583,100,679.5065286159515,679.5065286159515,757.2481219768524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,40,4.0,12,0,10.5,13.583333333333334,0.9840104166666668,0.13583333333333333,1,13.583333333333334,0.9840104166666668,0.13583333333333333,10.5,17,225344899583,100,469.4687936306,469.4687936306,559.1958673000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,174,17.4,12,0,34.916666666666664,45.833333333333336,0.9878060699588477,0.4583333333333333,1,45.833333333333336,0.9878060699588477,0.4583333333333333,34.916666666666664,27,225344899583,100,487.9203624725342,487.9203624725342,654.7992997169495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,158,15.8,12,0,26.333333333333332,34.833333333333336,0.9842824074074075,0.34833333333333333,1,34.833333333333336,0.9842824074074075,0.34833333333333333,26.333333333333332,37,225344899583,100,530.1534156799316,530.1534156799316,559.2982285022736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,83,8.3,12,0,20.5,26.416666666666668,0.9894868827160493,0.26416666666666666,1,26.416666666666668,0.9894868827160493,0.26416666666666666,20.5,47,225344899583,100,430.0868434906006,430.0868434906006,543.307760477066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,16,1.6,12,0,11.166666666666666,17.416666666666668,0.9831163194444446,0.17416666666666666,1,17.416666666666668,0.9831163194444446,0.17416666666666666,11.166666666666666,57,225344899583,100,1089.5788795948029,1089.5788795948029,1162.0607571601868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,82,8.2,12,0,2.8333333333333335,4.416666666666667,0.9924074074074074,0.04416666666666667,1,4.416666666666667,0.9924074074074074,0.04416666666666667,2.8333333333333335,67,225344899583,100,78.76903486251831,78.76903486251831,149.56912970542908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,194,19.4,12,0,31.5,41.25,0.9851822916666667,0.4125,1,41.25,0.9851822916666667,0.4125,31.5,77,225344899583,100,532.9968574047089,532.9968574047089,577.7284309864044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,167,16.7,12,0,27.666666666666668,35.25,0.987278439153439,0.3525,1,35.25,0.987278439153439,0.3525,27.666666666666668,87,225344899583,100,456.8382246494293,456.8382246494293,602.371949672699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,85,8.5,12,0,7.5,8.75,0.9873495370370371,0.0875,1,8.75,0.9873495370370371,0.0875,7.5,97,225344899583,100,164.7641658782959,164.7641658782959,256.98110365867615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8,171,17.1,12,0,30.333333333333332,40.333333333333336,0.9840451388888889,0.4033333333333333,1,40.333333333333336,0.9840451388888889,0.4033333333333333,30.333333333333332,107,225344899583,100,563.5080161094666,563.5080161094666,635.0581963062286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,106,10.6,12,0,4.5,4.666666666666667,0.9905324074074074,0.04666666666666667,1,4.666666666666667,0.9905324074074074,0.04666666666666667,4.5,117,225344899583,100,69.00226283073425,69.00226283073425,178.2923448085785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9,40,4.0,12,1,24.333333333333332,31.0,0.9863966049382715,0.31,1,31.0,0.9863966049382715,0.31,24.333333333333332,127,225344899583,100,819.308146238327,819.308146238327,936.0368118286133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3,194,19.4,12,1,13.916666666666666,15.416666666666666,0.9876388888888888,0.15416666666666667,1,15.416666666666666,0.9876388888888888,0.15416666666666667,13.916666666666666,137,225344899583,100,208.47403979301453,208.47403979301453,280.1902050971985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,27,2.7,12,1,1.8333333333333333,2.9166666666666665,0.9938425925925926,0.029166666666666667,1,2.9166666666666665,0.9938425925925926,0.029166666666666667,1.8333333333333333,147,225344899583,100,72.02039742469788,72.02039742469788,251.78485751152039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7,115,11.5,12,1,27.0,32.916666666666664,0.9868253968253968,0.32916666666666666,1,32.916666666666664,0.9868253968253968,0.32916666666666666,27.0,157,225344899583,100,523.5767080783844,523.5767080783844,570.4463324546814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,9,106,10.6,12,1,33.916666666666664,41.916666666666664,0.987587448559671,0.4191666666666667,1,41.916666666666664,0.987587448559671,0.4191666666666667,33.916666666666664,167,225344899583,100,561.022100687027,561.022100687027,727.8654675483704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,61,6.1,12,1,3.0833333333333335,4.083333333333333,0.9938657407407409,0.04083333333333333,1,4.083333333333333,0.9938657407407409,0.04083333333333333,3.0833333333333335,177,225344899583,100,69.31359910964966,69.31359910964966,141.31613969802856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,9,164,16.4,12,1,35.583333333333336,45.333333333333336,0.9850308641975308,0.4533333333333333,1,45.333333333333336,0.9850308641975308,0.4533333333333333,35.583333333333336,187,225344899583,100,580.1259000301361,580.1259000301361,691.4822642803192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6,88,8.8,12,1,20.25,26.583333333333332,0.9869791666666669,0.2658333333333333,1,26.583333333333332,0.9869791666666669,0.2658333333333333,20.25,197,225344899583,100,488.61815094947815,488.61815094947815,489.42870116233826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7,158,15.8,12,1,26.333333333333332,34.833333333333336,0.9842824074074075,0.34833333333333333,1,34.833333333333336,0.9842824074074075,0.34833333333333333,26.333333333333332,37,225344899583,100,530.1534156799316,530.1534156799316,0.001459360122680664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,7,154,15.4,12,1,29.166666666666668,34.833333333333336,0.9855621693121693,0.34833333333333333,1,34.833333333333336,0.9855621693121693,0.34833333333333333,29.166666666666668,207,225344899583,100,467.63188314437866,467.63188314437866,513.5015299320221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,9,170,17.0,12,1,34.916666666666664,45.583333333333336,0.9846579218106997,0.4558333333333333,1,45.583333333333336,0.9846579218106997,0.4558333333333333,34.916666666666664,217,225344899583,100,591.8883237838745,591.8883237838745,668.2540202140808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8,199,19.9,12,1,33.083333333333336,41.083333333333336,0.9821846064814814,0.41083333333333333,1,41.083333333333336,0.9821846064814814,0.41083333333333333,33.083333333333336,227,225344899583,100,633.6760487556458,633.6760487556458,633.9684429168701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,48,4.8,12,2,11.0,14.583333333333334,0.9865046296296296,0.14583333333333334,1,14.583333333333334,0.9865046296296296,0.14583333333333334,11.0,237,225344899583,100,416.4794371128082,416.4794371128082,416.77735686302185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,82,8.2,12,2,2.8333333333333335,4.416666666666667,0.9924074074074074,0.04416666666666667,1,4.416666666666667,0.9924074074074074,0.04416666666666667,2.8333333333333335,67,225344899583,100,78.76903486251831,78.76903486251831,0.0014171600341796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,28,2.8,12,2,2.5,2.9166666666666665,0.985324074074074,0.029166666666666667,1,2.9166666666666665,0.985324074074074,0.029166666666666667,2.5,247,225344899583,100,119.37861609458923,119.37861609458923,131.20342993736267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,188,18.8,12,2,30.0,35.833333333333336,0.9868220899470899,0.35833333333333334,1,35.833333333333336,0.9868220899470899,0.35833333333333334,30.0,257,225344899583,100,457.97841024398804,457.97841024398804,550.3629312515259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
