,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7
0,5,63,6.3,12,0,16.75,20.0,0.9859537037037036,0.2,1,20.0,0.9859537037037036,0.2,16.75,4,293597788666,100,505.58926606178284,505.58926606178284,506.05119037628174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,103,10.3,12,0,35.25,41.416666666666664,0.9826723251028806,0.4141666666666667,1,41.416666666666664,0.9826723251028806,0.4141666666666667,35.25,14,293597788666,100,820.7745349407196,820.7745349407196,874.069991350174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,164,16.4,12,0,35.5,45.166666666666664,0.98258487654321,0.45166666666666666,1,45.166666666666664,0.98258487654321,0.45166666666666666,35.5,24,293597788666,100,731.4482510089874,731.4482510089874,731.6980268955231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,39,3.9,12,0,15.416666666666666,20.416666666666668,0.9854822530864197,0.20416666666666666,1,20.416666666666668,0.9854822530864197,0.20416666666666666,15.416666666666666,34,293597788666,100,696.0829391479492,696.0829391479492,841.1082997322083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,69,6.9,12,0,33.666666666666664,37.333333333333336,0.9854140946502058,0.37333333333333335,1,37.333333333333336,0.9854140946502058,0.37333333333333335,33.666666666666664,44,293597788666,100,834.8204638957977,834.8204638957977,855.4668052196503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,186,18.6,12,0,9.5,10.166666666666666,0.9832407407407409,0.10166666666666667,1,10.166666666666666,0.9832407407407409,0.10166666666666667,9.5,54,293597788666,100,250.55245447158813,250.55245447158813,250.80154061317444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,18,1.8,12,0,8.916666666666666,11.5,0.9872314814814814,0.115,1,11.5,0.9872314814814814,0.115,8.916666666666666,64,293597788666,100,658.6946501731873,658.6946501731873,734.1175572872162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,150,15.0,12,0,4.5,4.916666666666667,0.9820601851851852,0.049166666666666664,1,4.916666666666667,0.9820601851851852,0.049166666666666664,4.5,74,293597788666,100,154.3249433040619,154.3249433040619,179.89011526107788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,55,5.5,12,0,15.0,15.166666666666666,0.9871122685185185,0.15166666666666667,1,15.166666666666666,0.9871122685185185,0.15166666666666667,15.0,84,293597788666,100,418.68555426597595,418.68555426597595,468.63704466819763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,20,2.0,12,0,16.5,19.333333333333332,0.9865625000000001,0.19333333333333333,1,19.333333333333332,0.9865625000000001,0.19333333333333333,16.5,94,293597788666,100,1025.175951719284,1025.175951719284,1320.4650285243988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
