,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,sequential_execution_time,execution_time,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8
0,3,39,3.9,12,0,9.5,10.333333333333334,0.9828780864197532,0.20666666666666667,1,10.333333333333334,0.9828780864197532,0.20666666666666667,9.5,7,873361574649,50,231.1319785118103,231.1319785118103,235.60315585136414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,180,18.0,12,0,11.333333333333334,15.25,0.9800848765432099,0.305,1,15.25,0.9800848765432099,0.305,11.333333333333334,17,873361574649,50,189.06869912147522,189.06869912147522,197.47001481056213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,79,7.9,12,0,18.5,21.666666666666668,0.9862962962962964,0.43333333333333335,1,21.666666666666668,0.9862962962962964,0.43333333333333335,18.5,27,873361574649,50,247.281480550766,247.281480550766,281.29127860069275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,193,19.3,12,0,3.4166666666666665,5.083333333333333,0.9815972222222222,0.10166666666666667,1,5.083333333333333,0.9815972222222222,0.10166666666666667,3.4166666666666665,37,873361574649,50,75.4273145198822,75.4273145198822,89.37847375869751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,55,5.5,12,0,22.916666666666668,30.833333333333332,0.9866493055555556,0.6166666666666667,1,30.833333333333332,0.9866493055555556,0.6166666666666667,22.916666666666668,47,873361574649,50,393.1213321685791,393.1213321685791,428.11161518096924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,56,5.6,12,0,15.833333333333334,19.75,0.9910185185185186,0.395,1,19.75,0.9910185185185186,0.395,15.833333333333334,57,873361574649,50,230.27323603630066,230.27323603630066,348.39999771118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,126,12.6,12,0,20.25,24.083333333333332,0.9852407407407409,0.4816666666666667,1,24.083333333333332,0.9852407407407409,0.4816666666666667,20.25,67,873361574649,50,240.03569293022156,240.03569293022156,268.2284588813782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,32,3.2,12,0,25.25,28.25,0.9875668724279836,0.565,1,28.25,0.9875668724279836,0.565,25.25,77,873361574649,50,483.64068579673767,483.64068579673767,539.1898505687714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6,16,1.6,12,0,9.75,12.833333333333334,0.9826543209876545,0.25666666666666665,1,12.833333333333334,0.9826543209876545,0.25666666666666665,9.75,87,873361574649,50,527.3147704601288,527.3147704601288,544.0912466049194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,100,10.0,12,0,30.0,36.833333333333336,0.9872337962962963,0.7366666666666667,1,36.833333333333336,0.9872337962962963,0.7366666666666667,30.0,97,873361574649,50,299.6841070652008,299.6841070652008,332.36443161964417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2,136,13.6,12,0,7.833333333333333,9.75,0.9836226851851851,0.195,1,9.75,0.9836226851851851,0.195,7.833333333333333,107,873361574649,50,122.63551831245422,122.63551831245422,137.41552114486694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4,114,11.4,12,0,14.916666666666666,19.0,0.9889583333333334,0.38,1,19.0,0.9889583333333334,0.38,14.916666666666666,117,873361574649,50,181.52364015579224,181.52364015579224,232.55231261253357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6,160,16.0,12,1,23.916666666666668,30.0,0.9827932098765433,0.6,1,30.0,0.9827932098765433,0.6,23.916666666666668,127,873361574649,50,254.67534470558167,254.67534470558167,267.5439534187317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2,78,7.8,12,1,8.083333333333334,8.583333333333334,0.9876736111111112,0.17166666666666666,1,8.583333333333334,0.9876736111111112,0.17166666666666666,8.083333333333334,137,873361574649,50,124.53285908699036,124.53285908699036,158.9557192325592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4,180,18.0,12,1,17.166666666666668,20.416666666666668,0.9856018518518519,0.4083333333333333,1,20.416666666666668,0.9856018518518519,0.4083333333333333,17.166666666666668,147,873361574649,50,194.40089535713196,194.40089535713196,211.9397006034851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5,56,5.6,12,1,15.833333333333334,19.75,0.9910185185185186,0.395,1,19.75,0.9910185185185186,0.395,15.833333333333334,57,873361574649,50,230.27323603630066,230.27323603630066,0.0019304752349853516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5,112,11.2,12,1,19.583333333333332,23.583333333333332,0.9898703703703703,0.4716666666666667,1,23.583333333333332,0.9898703703703703,0.4716666666666667,19.583333333333332,157,873361574649,50,209.56789350509644,209.56789350509644,299.0298116207123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4,114,11.4,12,1,14.916666666666666,19.0,0.9889583333333334,0.38,1,19.0,0.9889583333333334,0.38,14.916666666666666,117,873361574649,50,181.52364015579224,181.52364015579224,0.0019271373748779297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4,31,3.1,12,1,9.166666666666666,12.416666666666666,0.9920833333333333,0.24833333333333332,1,12.416666666666666,0.9920833333333333,0.24833333333333332,9.166666666666666,167,873361574649,50,217.86009454727173,217.86009454727173,328.68843626976013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
