,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,sequential_execution_time,execution_time,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9
0,9,194,19.4,5,0,32.6,46.2,0.9796172839506174,0.462,1,46.2,0.9796172839506174,0.462,32.6,2,486218438578,100,197.0247097015381,197.0247097015381,241.07816982269287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,104,10.4,5,0,10.0,14.0,0.9883888888888889,0.14,1,14.0,0.9883888888888889,0.14,10.0,12,486218438578,100,74.80104994773865,74.80104994773865,122.75560474395752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,114,11.4,5,0,29.2,42.4,0.9758703703703705,0.424,1,42.4,0.9758703703703705,0.424,29.2,22,486218438578,100,251.02557969093323,251.02557969093323,270.1588337421417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,81,8.1,5,0,19.2,34.8,0.9756388888888888,0.348,1,34.8,0.9756388888888888,0.348,19.2,32,486218438578,100,242.24643969535828,242.24643969535828,266.51985454559326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,148,14.8,5,0,28.0,39.8,0.9875138888888888,0.398,1,39.8,0.9875138888888888,0.398,28.0,42,486218438578,100,131.87448620796204,131.87448620796204,230.29070520401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,159,15.9,5,0,27.8,34.4,0.9736904761904761,0.344,1,34.4,0.9736904761904761,0.344,27.8,52,486218438578,100,201.61970591545105,201.61970591545105,226.53793501853943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,140,14.0,5,0,18.4,24.4,0.9773555555555553,0.244,1,24.4,0.9773555555555553,0.244,18.4,62,486218438578,100,153.9412100315094,153.9412100315094,156.18429589271545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,106,10.6,5,0,28.8,37.4,0.9822638888888888,0.374,1,37.4,0.9822638888888888,0.374,28.8,72,486218438578,100,193.41827511787415,193.41827511787415,235.149653673172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,63,6.3,5,0,8.0,12.2,0.9819629629629629,0.122,1,12.2,0.9819629629629629,0.122,8.0,82,486218438578,100,99.24185705184937,99.24185705184937,136.1568820476532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,30,3.0,5,0,17.6,27.4,0.9786851851851852,0.274,1,27.4,0.9786851851851852,0.274,17.6,92,486218438578,100,303.36047172546387,303.36047172546387,342.24569869041443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
