,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3
0,4,154,15.4,5,0,15.0,19.8,0.97525,0.198,1,19.8,0.97525,0.198,15.0,4,464394464229,100,178.77403783798218,178.77403783798218,221.5583837032318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,127,12.7,5,0,23.0,29.4,0.9879537037037037,0.294,1,29.4,0.9879537037037037,0.294,23.0,9,464394464229,100,134.21102237701416,134.21102237701416,264.2933189868927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,24,2.4,5,0,8.6,11.2,0.9823333333333333,0.112,1,11.2,0.9823333333333333,0.112,8.6,14,464394464229,100,179.0057578086853,179.0057578086853,183.49818348884583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,93,9.3,5,0,17.2,18.0,0.9773333333333334,0.18,1,18.0,0.9773333333333334,0.18,17.2,19,464394464229,100,217.94838333129883,217.94838333129883,217.9517538547516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,109,10.9,5,0,5.6,4.4,0.9723888888888887,0.044,1,4.4,0.9723888888888887,0.044,5.6,24,464394464229,100,64.97112536430359,64.97112536430359,93.60633111000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,35,3.5,5,0,9.0,13.4,0.9875416666666667,0.134,1,13.4,0.9875416666666667,0.134,9.0,29,464394464229,100,139.12532901763916,139.12532901763916,275.25818943977356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,111,11.1,5,0,34.6,41.6,0.9779938271604939,0.416,1,41.6,0.9779938271604939,0.416,34.6,34,464394464229,100,386.27009654045105,386.27009654045105,386.27813816070557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,187,18.7,5,0,25.2,30.8,0.98175,0.308,1,30.8,0.98175,0.308,25.2,39,464394464229,100,175.2879409790039,175.2879409790039,326.9364402294159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,113,11.3,5,0,12.6,19.0,0.9788749999999998,0.19,1,19.0,0.9788749999999998,0.19,12.6,44,464394464229,100,184.2618043422699,184.2618043422699,184.28047156333923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,118,11.8,5,0,30.2,37.8,0.9798472222222223,0.378,1,37.8,0.9798472222222223,0.378,30.2,49,464394464229,100,327.97836327552795,327.97836327552795,327.9841549396515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4,47,4.7,5,0,11.4,14.8,0.9795138888888888,0.148,1,14.8,0.9795138888888888,0.148,11.4,54,464394464229,100,225.56928515434265,225.56928515434265,225.58638644218445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,88,8.8,5,0,9.6,13.6,0.9823518518518518,0.136,1,13.6,0.9823518518518518,0.136,9.6,59,464394464229,100,95.6431040763855,95.6431040763855,174.3302505016327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,111,11.1,5,1,3.8,4.4,0.9681666666666666,0.044,1,4.4,0.9681666666666666,0.044,3.8,64,464394464229,100,73.29295134544373,73.29295134544373,87.93056011199951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5,49,4.9,5,1,14.0,19.4,0.988188888888889,0.194,1,19.4,0.988188888888889,0.194,14.0,69,464394464229,100,186.28412532806396,186.28412532806396,279.4920470714569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8,118,11.8,5,1,30.2,37.8,0.9798472222222223,0.378,1,37.8,0.9798472222222223,0.378,30.2,49,464394464229,100,327.97836327552795,327.97836327552795,0.0007026195526123047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8,113,11.3,5,1,27.0,38.0,0.9791319444444444,0.38,1,38.0,0.9791319444444444,0.38,27.0,74,464394464229,100,248.41831016540527,248.41831016540527,382.5348370075226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4,114,11.4,5,1,14.4,19.0,0.9851805555555556,0.19,1,19.0,0.9851805555555556,0.19,14.4,79,464394464229,100,123.31845617294312,123.31845617294312,208.7319779396057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5,47,4.7,5,1,14.0,18.8,0.9836777777777778,0.188,1,18.8,0.9836777777777778,0.188,14.0,84,464394464229,100,179.9062943458557,179.9062943458557,251.61757254600525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3,155,15.5,5,1,11.4,15.0,0.9731111111111111,0.15,1,15.0,0.9731111111111111,0.15,11.4,89,464394464229,100,128.70701622962952,128.70701622962952,143.61028122901917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,154,15.4,5,1,15.0,19.8,0.97525,0.198,1,19.8,0.97525,0.198,15.0,4,464394464229,100,178.77403783798218,178.77403783798218,0.0007197856903076172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,5,47,4.7,5,1,14.0,18.8,0.9836777777777778,0.188,1,18.8,0.9836777777777778,0.188,14.0,84,464394464229,100,179.9062943458557,179.9062943458557,0.0005221366882324219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3,47,4.7,5,1,8.8,11.6,0.9876296296296295,0.116,1,11.6,0.9876296296296295,0.116,8.8,94,464394464229,100,97.43385219573975,97.43385219573975,152.33800673484802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8,118,11.8,5,1,30.2,37.8,0.9798472222222223,0.378,1,37.8,0.9798472222222223,0.378,30.2,49,464394464229,100,327.97836327552795,327.97836327552795,0.0008809566497802734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4,27,2.7,5,1,9.2,12.0,0.9680555555555556,0.12,1,12.0,0.9680555555555556,0.12,9.2,99,464394464229,100,236.80155205726624,236.80155205726624,264.19194078445435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,25,2.5,5,2,4.2,2.4,0.9888888888888888,0.024,1,2.4,0.9888888888888888,0.024,4.2,104,464394464229,100,49.121827363967896,49.121827363967896,60.225224018096924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,70,7.0,5,2,13.8,16.8,0.9765972222222222,0.168,1,16.8,0.9765972222222222,0.168,13.8,109,464394464229,100,173.9115707874298,173.9115707874298,237.5964012145996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1,111,11.1,5,2,3.8,4.4,0.9681666666666666,0.044,1,4.4,0.9681666666666666,0.044,3.8,64,464394464229,100,73.29295134544373,73.29295134544373,0.0006604194641113281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,107,10.7,5,2,4.2,4.4,0.9767222222222224,0.044,1,4.4,0.9767222222222224,0.044,4.2,114,464394464229,100,49.333197355270386,49.333197355270386,82.810373544693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,145,14.5,5,2,4.4,4.8,0.9931111111111112,0.048,1,4.8,0.9931111111111112,0.048,4.4,119,464394464229,100,40.81307339668274,40.81307339668274,73.95762538909912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,3,122,12.2,5,2,11.2,14.4,0.9762777777777778,0.144,1,14.4,0.9762777777777778,0.144,11.2,124,464394464229,100,158.95506381988525,158.95506381988525,158.96465277671814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,3,173,17.3,5,2,8.6,15.2,0.9750555555555556,0.152,1,15.2,0.9750555555555556,0.152,8.6,129,464394464229,100,166.989643573761,166.989643573761,166.99808955192566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4,93,9.3,5,2,17.2,18.0,0.9773333333333334,0.18,1,18.0,0.9773333333333334,0.18,17.2,19,464394464229,100,217.94838333129883,217.94838333129883,0.0006976127624511719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
