,num_robots,robot_speed,robot_speed_kmh,simulation_duration,generation,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,sequential_execution_time,execution_time,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3
0,9,125,12.5,5,0,33.4,43.4,0.9795,0.434,1,43.4,0.9795,0.434,33.4,4,364265544451,100,248.9181227684021,248.9181227684021,296.2932651042938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,195,19.5,5,0,25.2,35.8,0.9744365079365078,0.358,1,35.8,0.9744365079365078,0.358,25.2,9,364265544451,100,221.081707239151,221.081707239151,272.0968346595764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,158,15.8,5,0,27.4,34.6,0.9718412698412698,0.346,1,34.6,0.9718412698412698,0.346,27.4,14,364265544451,100,239.614928483963,239.614928483963,239.89604210853577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,97,9.7,5,0,30.6,40.8,0.979969135802469,0.408,1,40.8,0.979969135802469,0.408,30.6,19,364265544451,100,252.925066947937,252.925066947937,274.01049280166626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,97,9.7,5,0,8.2,8.8,0.9758333333333333,0.088,1,8.8,0.9758333333333333,0.088,8.2,24,364265544451,100,88.76457929611206,88.76457929611206,92.65954661369324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,63,6.3,5,0,17.2,20.0,0.9711666666666666,0.2,1,20.0,0.9711666666666666,0.2,17.2,29,364265544451,100,230.41967344284058,230.41967344284058,244.2005274295807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,145,14.5,5,0,18.4,24.6,0.9715000000000001,0.246,1,24.6,0.9715000000000001,0.246,18.4,34,364265544451,100,200.3843674659729,200.3843674659729,200.6290111541748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,156,15.6,5,0,11.6,14.8,0.9777222222222223,0.148,1,14.8,0.9777222222222223,0.148,11.6,39,364265544451,100,96.26669216156006,96.26669216156006,110.43663716316223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,128,12.8,5,0,8.6,9.4,0.9785000000000001,0.094,1,9.4,0.9785000000000001,0.094,8.6,44,364265544451,100,88.82868504524231,88.82868504524231,89.07192325592041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,120,12.0,5,0,8.2,9.2,0.9693611111111111,0.092,1,9.2,0.9693611111111111,0.092,8.2,49,364265544451,100,111.2050461769104,111.2050461769104,111.79792594909668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
