,robot_speed,robot_speed_kmh,simulation_duration,generation,robot_0_start,robot_0_end,robot_1_start,robot_1_end,robot_2_start,robot_2_end,robot_3_start,robot_3_end,robot_4_start,robot_4_end,robot_5_start,robot_5_end,robot_6_start,robot_6_end,robot_7_start,robot_7_end,robot_8_start,robot_8_end,robot_9_start,robot_9_end,num_risks,num_delivered,utilization_rate,delivery_rate,simulations,num_delivered_5,utilization_rate_5,delivery_rate_5,num_risks_5,unique_id_5,seed_5,requests_per_hour_5,execution_time_5,sequential_execution_time,execution_time,num_delivered_0,utilization_rate_0,delivery_rate_0,num_risks_0,unique_id_0,seed_0,requests_per_hour_0,execution_time_0,num_delivered_1,utilization_rate_1,delivery_rate_1,num_risks_1,unique_id_1,seed_1,requests_per_hour_1,execution_time_1,num_delivered_8,utilization_rate_8,delivery_rate_8,num_risks_8,unique_id_8,seed_8,requests_per_hour_8,execution_time_8,num_delivered_2,utilization_rate_2,delivery_rate_2,num_risks_2,unique_id_2,seed_2,requests_per_hour_2,execution_time_2,num_delivered_4,utilization_rate_4,delivery_rate_4,num_risks_4,unique_id_4,seed_4,requests_per_hour_4,execution_time_4,num_delivered_9,utilization_rate_9,delivery_rate_9,num_risks_9,unique_id_9,seed_9,requests_per_hour_9,execution_time_9,num_delivered_6,utilization_rate_6,delivery_rate_6,num_risks_6,unique_id_6,seed_6,requests_per_hour_6,execution_time_6,num_delivered_7,utilization_rate_7,delivery_rate_7,num_risks_7,unique_id_7,seed_7,requests_per_hour_7,execution_time_7,num_delivered_3,utilization_rate_3,delivery_rate_3,num_risks_3,unique_id_3,seed_3,requests_per_hour_3,execution_time_3
0,42,4.2,12,0,16,18,16,21,11,13,11,12,18,21,17,19,10,17,10,15,0,0,0,0,5.5,8.166666666666666,0.9730982142857142,0.16333333333333333,1,8.166666666666666,0.9730982142857142,0.16333333333333333,5.5,5,763779728075,50,604.7996571063995,604.7996571063995,605.2643902301788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85,8.5,12,0,12,20,12,20,14,17,16,18,10,15,9,11,16,21,12,15,11,18,13,17,13.916666666666666,17.25,0.977288029100529,0.345,1,17.25,0.977288029100529,0.345,13.916666666666666,15,763779728075,50,550.7527983188629,550.7527983188629,667.5905129909515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,153,15.3,12,0,10,11,15,21,12,21,19,21,10,21,19,21,13,14,16,18,14,16,0,0,11.583333333333334,14.916666666666666,0.9769908966205261,0.29833333333333334,1,14.916666666666666,0.9769908966205261,0.29833333333333334,11.583333333333334,25,763779728075,50,417.06493520736694,417.06493520736694,601.1838181018829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,81,8.1,12,0,10,16,17,21,18,21,18,21,13,15,18,19,19,21,12,15,19,21,17,21,8.0,10.75,0.9747569444444444,0.215,1,10.75,0.9747569444444444,0.215,8.0,35,763779728075,50,479.48880338668823,479.48880338668823,560.4769065380096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,139,13.9,12,0,19,21,18,21,11,21,9,14,15,19,9,10,19,21,15,21,15,21,0,0,11.5,15.75,0.9694135802469135,0.315,1,15.75,0.9694135802469135,0.315,11.5,45,763779728075,50,511.0230782032013,511.0230782032013,538.4216220378876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,165,16.5,12,0,12,17,15,16,19,21,9,19,12,21,11,18,12,14,17,21,0,0,0,0,14.75,16.666666666666668,0.9681222442680775,0.3333333333333333,1,16.666666666666668,0.9681222442680775,0.3333333333333333,14.75,55,763779728075,50,401.8877475261688,401.8877475261688,429.1581847667694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,193,19.3,12,0,10,18,9,18,11,15,9,16,15,17,16,21,16,21,17,21,12,19,19,21,16.916666666666668,22.416666666666668,0.9723677138447971,0.4483333333333333,1,22.416666666666668,0.9723677138447971,0.4483333333333333,16.916666666666668,65,763779728075,50,443.59455728530884,443.59455728530884,584.1791553497314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,85,8.5,12,0,16,21,16,21,11,19,17,21,11,19,9,11,19,21,14,20,11,17,16,21,14.416666666666666,19.0,0.9866685185185184,0.38,1,19.0,0.9866685185185184,0.38,14.416666666666666,75,763779728075,50,441.0077545642853,441.0077545642853,667.2498471736908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,147,14.7,12,0,19,21,14,21,12,19,17,21,13,16,18,20,19,20,14,15,9,12,0,0,8.25,12.333333333333334,0.9801635067607288,0.24666666666666667,1,12.333333333333334,0.9801635067607288,0.24666666666666667,8.25,85,763779728075,50,494.77335262298584,494.77335262298584,517.1919686794281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,184,18.4,12,0,11,12,13,21,17,19,11,21,15,21,13,17,0,0,0,0,0,0,0,0,10.416666666666666,13.083333333333334,0.9824143518518519,0.26166666666666666,1,13.083333333333334,0.9824143518518519,0.26166666666666666,10.416666666666666,95,763779728075,50,342.5907618999481,342.5907618999481,457.33515548706055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
